"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
TND-0000965,Contract,"THE UNIVERSITY OF CHICHESTER",Awarded,2024-01-15T10:28:44Z,"Chapel Building: Roof Replacement Design / Façade and Flooring Options and Design","The University of Chichester is seeking the professional services of a multidisciplinary consultant to support in investigations, assessment, and subsequent design / specification to fully replace our Chapel Building Roof. This work is required to be to a RIBA 4 level, to feed directly into business case approvals, and subsequent tender activity. The resulting specification will give sufficient detail to support full project delivery, including scope, cost plan (pre-tender estimate), and detailed design programme. The Chapel Building is a locally listed building / within a conservation area. 

Constructed in 1961  the Chapel Building is steel framed with masonry and 'Crittall' glazed cladding sections. The main roof is a steeply pitched concrete pan tile cladding over a slaters felt to soft wood batten and close boarding, with four lead lined valley sections and eight lead lined internal gutter sections to the gables where the tiles and ridges are all bedded into position on a mortar base. All pitched sections discharge onto the flat roofs.

Primary Requirement - Original Roof Replacement Design (Pitched and Flat)
- Undertake necessary preliminary investigation / assessment of roof areas to enable subsequent activities and design.
- Subject to University agreement on concept design proposals, provide full specification to RIBA 4 level, to feed directly into business case approvals, and subsequent tender activity. The resulting specification will give sufficient detail to support full project delivery.
- Provision of pre-tender estimate level cost plan.
- Provision of detailed design programme.
Provide recommendations and options for upgrades that would provide increased energy efficiency and consumption, and to 'futureproof' the work, allowing for thermal modelling if required.
- Noting the above point as example, proposals will include for all required specialist disciplines, such as structural engineering, to feed into the design.
- Provide recommendations to improve life expectancy or longevity of the system to be included.
- The above will be provided in a format that can be used for subsequent business case development activity, and to enable tender activity.

Additional, and separate optional proposals, are welcomed on treatment of the glazed facades, and floor remedial work. (Please see the tender documents for full detail of these). 

All contact, queries, and applications should be directed to: tenders@chi.ac.uk

Tender documents are available at: 
https://help.chi.ac.uk/tenders",,"PO19 6PE",,"71200000 71300000 71510000 71520000 71530000 ",,tenders@chi.ac.uk,"Bishop Otter Campus,College Lane",,CHICHESTER,PO196PE,England,,,"Chapel_Roof_PS_Mini_Tender_v3.0_180822.pdf NEC4_PSSC_Template_v2.0_120822.pdf Supporting Pictures.zip ","https://help.chi.ac.uk/tenders ",,12/09/2022,04/11/2022,09/09/2022,NO,,Yes,No,No,Services,1,,17/10/2022,60817.5,"[BAILEY PARTNERSHIP (CONSULTANTS) LLP|Lyster Court 2 Craigie Drive,The Millfields
PLYMOUTH
Devon
PL1 3JB
GB|COMPANIES_HOUSE|OC420278|Yes|No]",,07/11/2022,17/04/2023,"OpenNonOJEU ",,17:00
tender_174249/1147226,Contract,"Ministry of Justice",Awarded,2022-11-21T14:30:52Z,"PEF Contract Extension Lot 3","PEF Contract Extension",,,"North East,North West,Yorkshire and The Humber","75231230 ",,commercial.prisoneducation@justice.gov.uk,"102 Petty France",,London,"SW1H 9AJ",England,,,"Lot 3 - Novus LTE - REDACTION.zip ",,,01/04/2023,31/03/2025,31/10/2022,NO,,Yes,Yes,No,Services,11728244.67,,17/10/2022,11728244.67,"[Novus LTE Group|Openshaw Campus Whitworth House, Ashton Old Road, Openshaw, Manchester, M11 2WH|NONE_OTHER||No|No]",,01/04/2023,31/03/2025,"Other Contract variation extension awarded in line with the contract terms",,10:00
tender_174284/1148451,Contract,"Ministry of Justice",Awarded,2022-11-21T15:19:17Z,"PEF Contract Extension Lot 10","PEF Contract Extension",,,"North East,North West","75231230 ",,commercial.prisoneducation@justice.gov.uk,"102 Petty France",,London,"SW1H 9AJ",England,,,"Lot 10 - MKC - REDACTION.zip ",,,01/04/2023,31/03/2025,31/10/2022,NO,,Yes,Yes,No,Services,12027578.48,,17/10/2022,12027578.48,"[Milton Keynes College|Milton Keynes College, Chaffron Way Campus, Woughton Campus West, Leadenhall, Milton Keynes, MK6 5LP|NONE_OTHER||No|No]",,01/04/2023,31/03/2025,"Other PEF contract extension awarded in line with the contract terms",,10:00
tender_174276/1148417,Contract,"Ministry of Justice",Awarded,2022-11-21T14:47:41Z,"PEF Contract Extension Lot 6","PEF Contract Extension",,,"North West","75231230 ",,commercial.prisoneducation@justice.gov.uk,"102 Petty France",,London,"SW1H 9AJ",England,,,"Lot 6 - Novus LTE - REDACTION.zip ",,,01/04/2023,31/03/2025,31/10/2022,NO,,Yes,Yes,No,Services,12605965.22,,17/10/2022,12605965.22,"[Novus LTE Group|Openshaw Campus, Whitworth House, Ashton Old Road, Openshaw, Manchester, M11 2WH (""|NONE_OTHER||No|No]",,01/04/2023,31/03/2025,"Other PEF contract extension awarded in line with contract terms",,10:00
#Proc2223_0201,Contract,"ST HELENS & KNOWSLEY TEACHING HOSPITALS NHS TRUST",Awarded,2023-12-08T15:10:52Z,"Consultancy for STHK & S&O","Consultancy for STHK & SO Hospitals",,,"North West","66171000 ","Sharon Monk",sharon.monk2@sthk.nhs.uk,"Whiston Hospital,Warrington Road",,PRESCOT,L355DR,England,"0151 676 5959",,,,,11/10/2022,11/10/2022,11/09/2022,NO,,Yes,No,No,Services,324350,,11/10/2022,324350,"[KPMG LLP|15 CANADA SQUARE,CANARY WHARF
LONDON
E14 5GL
GB|COMPANIES_HOUSE|OC301540|Yes|No]",,11/10/2022,11/10/2022,"CallOffFromFrameworkAgreement ",,12:00
F91F26F9-4827-427F-919C-2AE9E9966DE7,Contract,"London Borough of Haringey",Awarded,2023-11-21T13:38:01Z,"Adaptations - Bathroom adaptations","BATHROOM ADAPTATION WORKS This opportunity has been distributed on adamprocure.co.uk",,,"United Kingdom","45000000 ","Philip Amoah",LCP@haringey.gov.uk,"River Park House","225 High Road",London,"N22 8HQ","United Kingdom",,https://londonconstructionprogramme.co.uk,,"https://www.adamprocure.co.uk ",,24/10/2022,11/11/2022,13/10/2022,NO,,Yes,No,No,Works,100808.6,100808.6,14/10/2022,91076.82,"[DCK Construction Ltd|Flat 8, 630 High Road, Woodford Green, Essex, IG8 0PU|COMPANIES_HOUSE|6645493|Yes|No]",,24/10/2022,11/11/2022,"RestrictedOJEU ",,16:00
"DWFRS 2022/031",Contract,"Wiltshire Fire And Rescue Service",Awarded,2023-10-20T10:41:01+01:00,"Station End Equipment","Procurement of Station End Equipment
A further competition was conducted using Crown Commercial Services framework 
Rm6068 Technology Products & Associated Services Lot 1 (Hardware, Software & 
Associated Services).",,,"South West","30000000 ","Alex Brown",alex.brown@dwfire.org.uk,"Five Rivers, Health and Wellbeing Centre",,Salisbury,"SP1 3NR","United Kingdom",,,,,,04/11/2022,03/11/2027,09/05/2022,NO,,Yes,No,No,Products,528935,,14/10/2022,528935,"[SOFTCAT PLC|Softcat,Fieldhouse Lane
MARLOW
Buckinghamshire
SL7 1LW
GB|COMPANIES_HOUSE|02174990|No|No]",,04/11/2022,03/11/2027,"CallOffFromFrameworkAgreement ",,12:00
QC84602,Contract,"Transport for London",Awarded,2023-02-14T11:59:43Z,"Provision of bus service - Route 450","Provision of bus service route 450 for 7 years. Please note, cost posted on Contracts Finder sometimes differ from those on the internet, this is due to post award negotiations.",,,London,"60112000 ","Richard Rampton",contracts.tendering@tfl.gov.uk,"197 Blackfriars Road",,LONDON,"SE1 8NJ",England,,www.tfl.gov.uk,"QC84602 - Route Agreement - signature redacted.pdf QC84602 - Schedules.pdf ",,,30/09/2023,27/09/2030,16/08/2022,NO,,Yes,Yes,No,Services,4108500,5040000,12/10/2022,4108500,"[Metrobus|18 Merton High Street
London
SW19 1DN|NONE_OTHER||No|No]",,30/09/2023,27/09/2030,"CompetitiveProcedureWithNegotiationOJEU ",,12:00
QC84601,Contract,"Transport for London",Awarded,2023-02-14T11:54:20Z,"Provision of bus service - Route 404","Provision of bus service route 404 for 7 years. Please note, cost posted on Contracts Finder sometimes differ from those on the internet, this is due to post award negotiations.",,,London,"60112000 ","Richard Rampton",contracts.tendering@tfl.gov.uk,"197 Blackfriars Road",,LONDON,"SE1 8NJ",England,,www.tfl.gov.uk,"QC84601 - Route Agreement - Signature redacted.pdf QC84601 - Schedules.pdf ",,,30/09/2023,27/09/2030,16/08/2022,NO,,Yes,Yes,No,Services,1193745,1193746,12/10/2022,879260,"[Abellio London|301 Camberwell New Road
London
SE5 0TF|NONE_OTHER||No|No]",,30/09/2023,27/09/2030,"CompetitiveProcedureWithNegotiationOJEU ",,12:00
IA2941,Contract,"Staffordshire County Council",Awarded,2023-10-06T13:10:53+01:00,"Provision of Best Interests Assessors (Deprivation of Liberty Safeguards DoLS))","Provision of Best Interests Assessors (Deprivation of Liberty Safeguards DoLS)
Best Interests Assessors are a statutory function of the LA as a part of the assessment process for the Deprivation of Liberty Safeguards. 

The scope of the contract will be to provide a managed, 'end-to-end' service for the required number of DoLS assessments set by SCC specifically the Age Assessment, No Refusals Assessment, Mental Capacity Assessment and Best Interests Assessment.",,,"West Midlands","85000000 ",,commercial.team@staffordshire.gov.uk,"2 Staffordshire Place","Tipping Street",STAFFORD,ST162DH,England,,,,,,01/10/2022,31/03/2024,19/09/2022,NO,,Yes,Yes,No,Services,982800,,14/10/2022,982800,"[Action First Assessments Ltd|5 Jewry Street, London, EC3N 2EX|COMPANIES_HOUSE|11643687|No|No]",,01/10/2022,31/03/2024,"Other Awarded in accordance with procurement regulations",,12:00
BRISTOLCC001-DN692543-82975593,Contract,"Bristol City Council",Awarded,2023-10-02T17:10:47+01:00,"CSI/ASC/ Care Homes OF Contract - Beaufort Grange - PW 2064651 17.10.2022","CSI/ASC/ Care Homes OF Contract - Beaufort Grange - PW 2064651 17.10.2022",,,"South West","85000000 ","Barney Fullbrook",Barney.Fullbrook@bristol.gov.uk,"Bristol City Council","P O Box 3176",BRISTOL,"BS3 9FS","United Kingdom",,https://www.bristol.gov.uk/,,,,17/10/2022,05/03/2023,15/10/2022,NO,,Yes,Yes,No,Services,15310,15310,16/10/2022,15310,"[Barchester Healthcare Homes Ltd|EC2A 1AS|NONE||No|No]",,17/10/2022,05/03/2023,"Other ",,00:00
CF-1896900D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED",Awarded,2023-09-28T12:51:51+01:00,"Primrose Bank Health Centre - NHS Education Contract","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"Please_DocuSign_NHS_Education_Contract_April (5) - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,12/10/2022,10000,"[Primrose Bank Health Centre|Larkhill BB1 5ER|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1865600D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-14T10:05:14+01:00,"Mental Health Independent Support Team Ltd - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Contract - Mental Health Independent Support Team Limited Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,17/10/2022,10000,"[Mental Health Independent Support Team Ltd|1st Floor, Moorland House, 116 Bark Street, Bolton. BL1 4TG|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
PNU1000653,Contract,"FCDO Services",Awarded,2023-09-14T09:57:29+01:00,"Agreement for Threat Awareness and NXCT Training and Certification - Lot 1","Call off from FCDO Framework :XLY120/062/19-1",,"MK19 7BH",,"80500000 ",,PurchasingEnquiries@fco.gov.uk,"1 St Floor Building 71",,"MILTON KEYNES",MK197BH,England,,,,,N/A,17/10/2022,31/12/2023,16/10/2022,NO,,Yes,No,No,Services,9750,,16/10/2022,9750,"[EOD UK LTD|ME7 5TY|NONE_OTHER||Yes|No]",,17/10/2022,31/12/2023,"CallOffFromFrameworkAgreement ",,00:00
BIP804995236,Contract,"Flagship Housing Group",Awarded,2023-08-31T15:45:04+01:00,"Consultant for Improvement Plan","This framework call off contract is made to Savills, via the Places for People Strategic Asset Management Services Framework, to support Flagship in creating and implementing an improvement plan across the areas of compliance, energy and the wider asset management function.",,,"East of England","71315200 ",,procurement@flagship-group.co.uk,"31 King Street",,Norwich,"NR1 1PD",UK,'+448081684555,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=804995236 ",,01/11/2022,23/08/2023,14/10/2022,NO,,No,No,No,Services,881418,,14/10/2022,881418,"[Savills (UK) Limited|33 Margaret Street
        London
        W1G 0JD|NONE||No|No]",,01/11/2022,23/08/2023,"Restricted ",,00:00
TAME001-DN632940-30516050,Contract,"Tameside Metropolitan Borough Council",Awarded,2023-08-24T11:38:34+01:00,"Ashton Town Centre LUF - Delivery Options (Stage 2)","Tameside Council is seeking to commission external professional advice in relation to a delivery options business case for the Council in relation to new development at Ashton Town Centre.",,,"United Kingdom","79400000 ","Andrew Bottomley",andrew.bottomley@star-procurement.gov.uk,"Tameside One","Market Place",Tameside,"OL6 6BH",England,"'+44 1619121616",http://www.tameside.gov.uk/,,,,12/10/2022,15/12/2022,28/09/2022,NO,,Yes,No,No,Services,60000,,11/10/2022,55000,"[Ove Arup & Partners Ltd T/A Arup|3 Piccadilly Place
Manchester
M1 3BN|NONE||No|No]",,12/10/2022,15/12/2022,"Open ",,17:00
CF-1812500D0O000000rwimUAA,Contract,"NHS England",Awarded,2023-08-22T15:42:18+01:00,"NHS EDUCATION AND TRAINING CONTRACT","Non-recurrent services: Pre-registration Trainee Pharmacy Technician (PTPT) education and training, 2022-23 and 2023-24 NHS Financial Years",,,"United Kingdom","80000000 ","Commercial Team",workforcecommercialteam@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"(Redacted) Beauchief Medical Practice HEE Education and Training Contract - PTPT 22-23.pdf ",,,11/10/2022,31/03/2025,10/10/2022,NO,,No,No,No,Services,46099,46099,11/10/2022,46099,"[Beauchief Medical Practice|23 Abbey Ln, Woodseats S8 0BJ|NONE||No|No]",,11/10/2022,31/03/2025,"Other ",,12:00
2201049,Contract,"ST ALBANS CITY & DISTRICT",Awarded,2023-08-17T11:59:13+01:00,"SADC Passenger Lift Maintenance/ Stairlifts/ Hoist","Lift maintenance to the councils portfolio of lift equipment.",,,"South East","44115600 50750000 ","John Patrick",procurement@stalbans.gov.uk,"Civic Centre,St. Peters Street",,"ST ALBANS",AL13JE,England,01727819306,,,,,01/12/2022,30/11/2025,10/08/2022,NO,,Yes,No,No,Works,193045,,11/10/2022,193045,"[Stannah Lift Services Ltd|Watt Close, East Portway, Andover, Hampshire, SP10 3SD|COMPANIES_HOUSE|01189799|Yes|No]",,01/12/2022,30/11/2025,"OpenNonOJEU ",,17:00
NOTTCITY001-DN391642-04973936,Contract,"Nottingham City Council",Awarded,2023-08-16T13:08:21+01:00,"Highways Construction Materials Supply Framework - CPU 6415 Supply of City Pavings for Remainder of CCCR Phase 5","Supply of City Pavings for Remainder of CCCR Phase 5",,,England,"44000000 ","Penny Taylor-Jones",Penny.Taylor-Jones@nottinghamcity.gov.uk,"Loxley House","Station Street",Nottingham,"NG2 3NG","United Kingdom","'+44 1158764731",http://www.nottinghamcity.gov.uk,,"https://procontract.due-north.com/Advert?advertId=874337ef-172a-e911-80f2-005056b64545 ",,29/04/2019,23/04/2021,27/04/2019,NO,,Yes,Yes,No,Products,26000,,14/10/2022,26000,"[Woseley UN Trading as Burdens Infrastructure Solutions|Kingsmaker Court CV34 6DY|NONE||No|No]",,18/10/2022,17/10/2023,"Open ",,12:00
PNU1000657,Contract,"FCDO Services",Awarded,2023-08-16T12:29:57+01:00,"Vehicle Purchase",https://www.crowncommercial.gov.uk/agreements/RM6060,,"MK19 7BH",,"34100000 ",,PurchasingEnquiries@fco.gov.uk,"1 St Floor Building 71",,"MILTON KEYNES",MK197BH,England,,,,,N/A,18/10/2022,01/12/2022,17/10/2022,NO,,No,No,No,Products,68922,,17/10/2022,68922,"[TOYOTA GIBRALTAR STOCKHOLDINGS LTD|GX11 1AA|NONE_OTHER||No|No]",,18/10/2022,01/12/2022,"CallOffFromFrameworkAgreement ",,00:00
PNU1000656,Contract,"FCDO Services",Awarded,2023-08-16T12:08:05+01:00,"Vehicle Purchase",https://www.crowncommercial.gov.uk/agreements/RM6060,,"MK19 7BH",,"34100000 ",,PurchasingEnquiries@fco.gov.uk,"1 St Floor Building 71",,"MILTON KEYNES",MK197BH,England,,,,,N/A,18/10/2022,01/12/2022,17/10/2022,NO,,No,No,No,Products,46918.02,,17/10/2022,46918.02,"[JAGUAR LAND ROVER LIMITED|CV3 4LF|NONE_OTHER||No|No]",,18/10/2022,01/12/2022,"CallOffFromFrameworkAgreement ",,00:00
PNU1000675,Contract,"FCDO Services",Awarded,2023-08-16T11:53:27+01:00,"Vehicle Purchase",https://www.crowncommercial.gov.uk/agreements/RM6060,,"MK19 7BH",,"34100000 ",,PurchasingEnquiries@fco.gov.uk,"1 St Floor Building 71",,"MILTON KEYNES",MK197BH,England,,,,,N/A,18/10/2022,01/12/2022,17/10/2022,NO,,No,No,No,Products,43492.94,,17/10/2022,43492.94,"[JAGUAR LAND ROVER LIMITED|CV3 4LF|NONE_OTHER||No|No]",,18/10/2022,01/12/2022,"CallOffFromFrameworkAgreement ",,00:00
