"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
CF-2152700D0O000000rwimUAA,Contract,"NHS England",Awarded,2024-02-02T10:36:15Z,"Identifying High Carbon Footprint Medicines","A piece of work to identify, appraise, and recommend a methodology to determine the carbon footprint of medicines.",,"LS1 4AP",England,"79410000 ","Andy Powell",andrew.powell14@nhs.net,"Wellington Place",,Leeds,"LS1 4AP",GB,'+447702433551,,"NHSE Services PO Terms.docx ",,,02/02/2022,02/05/2022,09/12/2021,NO,,Yes,Yes,No,Services,48000,48000,10/10/2022,48000,"[CARBON TRUST ADVISORY LIMITED|Level 5, Arbor, 255 Blackfriars Road SE1 9AX|NONE||No|No]",,02/02/2022,02/05/2022,"CompetitiveQuotationNonOJEU ",,12:00
CCSO22A18,Contract,"Cabinet Office",Awarded,2024-01-31T11:13:00Z,"Provision of eCase Subscriptions - Contract Extension","The Parliamentary and Correspondence Team (PCT), Freedom of Information Team (FOI) and Civil Service Pensions Team (CSP) all share access to a case management system, eCase, under a licence procured by PCT. This is an extension of the contract originally procured in October 2022 with a 12 month extension period built in to the original contract. Original contract was published at https://www.contractsfinder.service.gov.uk/notice/e6ae35c4-15b4-4b36-80c6-c695609b0ebc?origin=SearchResults&p=1",,"SW1A 2BQ",,"48517000 ",,commercial@cabinetoffice.gov.uk,"70 Whitehall",,LONDON,SW1A2AS,England,,,"2023-12-22 eCase Subscription extension CCS022A18 - REDACTED.pdf ",,,08/10/2022,07/10/2024,04/10/2022,NO,,No,No,No,Services,260000,,10/10/2022,260000,"[FIVIUM LTD|16 Great Queen Street, London, WC2B 5AH|COMPANIES_HOUSE|05775733|No|No]",,08/10/2022,07/10/2024,"CallOffFromFrameworkAgreement ",,23:59
LBKING001-DN636257-65084899,Contract,"The Royal Borough of Kingston upon Thames",Awarded,2024-01-24T17:23:43Z,"Strategic Property Consultant - Cocks Crescent Redevelopment","Strategic Property Consultant - Cocks Crescent Redevelopment",,,England,"71000000 79000000 ",,commissioning@kingston.gov.uk,"Guildhall 2",,"Kingston upon Thames","KT1 1EU",England,"'+44 2085475000",http://www.kingston.gov.uk,,,,09/01/2023,04/10/2023,03/10/2022,NO,,No,No,No,Services,60000,60000,05/10/2022,58800,"[Carter Jonas|One Chapel Place, London, W1G 0BG|NONE||No|No]",,09/01/2023,05/10/2023,"Restricted ",,23:59
CF-1156500D0O000000rwimUAA,Contract,"UK Health Security Agency",Awarded,2024-01-11T15:53:55Z,"NPEx Services Agreement","Access to the NPex communication system for UKHSA labs at Porton, Colindale and Leeds",,"SW1P 3HX","United Kingdom","64200000 ","UK Health Security Agency",procurement.operations@dhsc.gov.uk,"Nobel House, 17 Smith Square",,London,"SW1P 3HX",GB,,,"NPEx Services Agreement 2022.23 UK HSA  fullly signed_Redacted.pdf ",,,01/04/2022,31/03/2024,20/03/2022,NO,,No,No,No,Services,0,40125,04/10/2022,40125,"[X - LAB LIMITED|Joseph's Well, Hanover Lane, Leeds LS3 1AB|NONE||Yes|No]",,01/04/2022,31/03/2024,"CompetitiveQuotationNonOJEU ",,12:00
WP2097.2,Contract,"Government Digital Service",Awarded,2023-03-15T11:08:42Z,"Capability Delivery Partner","Provision of a capability delivery partner to
support the delivery of the GOV.UK One Login
digital identity solution.",,"E1 8QS",,"72000000 ",,sarah.reboucas@digital.cabinet-office.gov.uk,"The White Chapel Building, 10 Whitechapel High Street, London, E1 8QS",,London,"E1 8QS",England,"020 7276 1234",,"Redacted New PA Consulting - WP2097.2 - Attachment 5 - RM6263 Framework Schedule 6 (Order Form Template and Call-Off Schedules) Final.docx (1).pdf ",,,12/12/2022,11/12/2024,14/09/2022,NO,,No,Yes,No,Services,9500000,,10/10/2022,9500000,"[PA CONSULTING SERVICES LIMITED|10 Bressenden Place
SW1E 5DN
GB|COMPANIES_HOUSE|00414220|No|No]",,12/12/2022,11/12/2024,"CallOffFromFrameworkAgreement ",,09:00
WP2097.1,Contract,"Government Digital Service",Awarded,2023-03-15T11:02:04Z,"Capability Delivery Partner","Provision of a capability delivery partner to
support the delivery of the GOV.UK One Login
digital identity solution.",,"E1 8QS",,"72000000 ",,sarah.reboucas@digital.cabinet-office.gov.uk,"The White Chapel Building, 10 Whitechapel High Street, London, E1 8QS",,London,"E1 8QS",England,"020 7276 1234",,"Redacted New - Deloitte - WP2097.1 - Attachment 5 - RM6263 Framework Schedule 6 (Order Form Template and Call-Off Schedules) (004) Deloitte comments 311022.GDS Draft16.11.22.pdf ",,,15/12/2022,14/12/2024,14/09/2022,NO,,No,Yes,No,Services,9500000,,10/10/2022,9500000,"[DELOITTE LLP|1 New Street Square
LONDON
EC4A 3HQ
GB|COMPANIES_HOUSE|OC303675|No|No]",,15/12/2022,14/12/2024,"CallOffFromFrameworkAgreement ",,09:00
tender_301571/1139948,Contract,"Department for Education",Awarded,2022-11-02T15:27:06Z,"con_16545-SCCU National Education Nature Park and Climate Leaders Award (Park and Award Scheme)","To design and deliver the National Education Nature Park (NP) and Climate Leaders Award (CLA) as announced by the Secretary of State at COP26 in November 2021.",,"SW1P 3BT",London,"80000000 ","Scott Caine",scott.caine@education.gov.uk,"Sanctuary Buildings Great Smith Street London",,London,"SW1P 3BT",England,,,"The Natural History Museum (NHM) NP CLA - Final Version (Redacted)v2.pdf ",,,04/10/2022,31/08/2024,22/06/2022,NO,,No,No,No,Services,2998080,,04/10/2022,2998080,"[The Natural History Museum Trading Company Limited|Cromwell Road, London, SW7 5BD|COMPANIES_HOUSE|02909192|No|No]",,04/10/2022,31/08/2024,"OpenOJEU ",,12:00
tender_305438/1116314,Contract,"Department for Education",Awarded,2022-10-20T15:23:15+01:00,"Con_16585 Data Testing Services","Data Testing services",,"SW1P 3BT",London,"72310000 ","Philip Harwood-Stone",philip.harwood-stone@education.gov.uk,"Unity Square",,Nottingham,"NG1 6HJ",England,,,"Con_16585  Data Testing  FINAL REDACTED.pdf ",,,10/10/2022,09/10/2024,13/07/2022,NO,,Yes,Yes,No,Services,4000000,4000000,04/10/2022,4000000,"[Scrumconnect Consultancy|Fraser House, 56 Kingston Road, Middlesex, tw18 4ln|NONE_OTHER||Yes|No]",,10/10/2022,09/10/2024,"CallOffFromFrameworkAgreement ",,14:00
LBKING001-DN630942-52643219,Contract,"The Royal Borough of Kingston upon Thames",Awarded,2023-12-08T16:13:40Z,"Guildhall Kingston: IT, AV and Workplace Technology","Guildhall Kingston: IT, AV and Workplace Technology",,,England,"71000000 ",Commissioning,commissioning@kingston.gov.uk,Guildhall,"High Street","Kingston upon Thames","KT1 1EU",England,"'+44 2085475000",http://www.kingston.gov.uk,,,,06/12/2022,31/08/2023,03/10/2022,NO,,No,No,No,Services,41927,41927,05/10/2022,41927,"[Entec Si Ltd|B1 1TT|NONE||Yes|No]",,06/12/2022,31/08/2023,"Open ",,23:59
SHTS-11,Contract,"Suffolk County Council",Awarded,2023-11-24T11:43:30Z,"Electric Ford Transit Van","60 month contract hire of electric Ford Transit van - with fixtures and livery fitted",,,"South East","34000000 ",,tanya.stone@suffolk.gov.uk,"Endeavour House, Russell Rd",,IPSWICH,IP12BX,England,,,,,,17/11/2023,16/11/2028,06/10/2022,NO,,Yes,No,No,Products,43090.55,,07/10/2022,43090.55,"[ALD Automotive|Oakwood Drive
Emersons Green
Bristol
BS16 7LB|NONE_OTHER||Yes|No]",,17/11/2023,16/11/2028,"CallOffFromFrameworkAgreement ",,00:00
RM6290.,Contract,"Crown Commercial Service",Awarded,2022-10-14T12:27:17+01:00,"Executive and Non Executive Recruitment Services.","Crown Commercial Service, as the authority, has put in place an agreement for the supply of recruitment Services to UK public sector bodies including central government departments (and their arm's length bodies and agencies) and non-departmental public bodies, as well as wider public sector organisations, hereby known as the Customer.

This is a replacement agreement for the Executive Search services found within Permanent Recruitment Solutions (RM6002).

Executive and Non-Executive Recruitment Services will provide permanent, fixed term, inward secondment and supporting services including, but not limited to;

-Executive & Non Executive Recruitment
-Talent Development Services
-Talent Mapping
-Reserve Lists & Talent Pools
-Executive Development and Coaching
-Technology Services
-International Recruitment

The number of suppliers that have been awarded a Framework Contract for each lot is:
Lot 1 up to 53 Operators
Lot 2 up to 25 Operators
Lot 3 up to 26 Operators

CCS reserved the right to award a framework to any bidder whose final score is within 1% of the last position.",,,"United Kingdom","79600000 ","The Minister for the Cabinet Office acting through Crown Commercial Service",supplier@crowncommercial.gov.uk,"9th Floor, The Capital, Old Hall Street",,Liverpool,"L3 9PP","United Kingdom","'+44 3450103503",https://www.gov.uk/government/organisations/crown-commercial-service,"RM6290 Executive and Non Executive Recruitment Services REDACTED Framework Award Documents.zip RM6290 Executive and Non Executive Recruitment Services Successful Supplier Information EXTENDED..xlsx RM6290 REDACTED Lot 3 framework Agreement Documents. (1).zip Contract Notice Transparency Information for Crown Commercial Service Framework Contract. (2).docx RM6290 Authorised Customer List.docx ","https://www.find-tender.service.gov.uk/Notice/028990-2022 https://crowncommercialservice.bravosolution.co.uk/web/login.html ",,04/10/2022,01/09/2026,16/03/2022,NO,,Yes,No,No,Services,45000000,,04/10/2022,45000000,"[A list of successful suppliers can be found in the attachments a|A list of successful suppliers can be found in the attachments area|COMPANIES_HOUSE|0|Yes|No]",,04/10/2022,01/09/2026,"OpenOJEU ",,15:00
Guildhall,Contract,"Hadleigh Town Council",Awarded,2023-11-06T12:02:08Z,"Awarded contract of Specialist Architect","The Council on behalf of the Charity would like to appoint a comprehensive design team to develop the preferred option to RIBA Stage 2, providing the following services:
• Design and costings: Building on the sketch designs that have already been prepared for the Outline Options Appraisal, the appointed team will prepare detailed, high quality and robust designs and costings for the Hadleigh Guildhall project to RIBA Stage 2. The design report for Stage 2 will form a key part applying to funders to deliver the project. Building on the work already undertaken, the design report will include all necessary information relating to structural design, services systems, site landscape, outline specifications and environmental, energy and any other relevant project strategies. Designs will be in sufficient detail for costs to be developed and feed into funding applications.
• High level Conservation Management Plan: To inform the development of the design and Business Plan a high level Conservation Management Plan is required. This should follow best practice guidance.
• Outline Heritage Impact Assessment/Heritage Statement: To inform any future planning/Listed Building application. This should follow best practice guidance.
• Consultation: Undertake comprehensive consultation necessary to inform and develop robust designs which will include; statutory and non-statutory consultees, existing and potential users, existing and potential tenants and the general public. This will include pre-application discussions.
• Other: The appointed team will be expected to input in to:
o Business planning
o The scope of the measured survey
o Attend meetings of the Core Team which will meet as a minimum monthly.
It should be noted that by submitting a tender, you confirm that you understand and can meet these requirements.",,"IP7 5DN",,"98000000 ","Alicja Barnes",finance@hadleightowncouncil.gov.uk,"The Guildhall,Market Place",,IPSWICH,IP75DN,England,"01473 823884",,"220811 Hadleigh Town Hall Design Team vFINAL.pdf HG CAL Tender 220908 final.pdf Full Council FINAL Minutes 06 10 22.pdf ",,,01/10/2022,30/06/2023,19/09/2022,NO,,Yes,No,No,Services,47800,,06/10/2022,47800,"[CAROE ARCHITECTURE LTD|37 Rustat Road
CAMBRIDGE
Cambridgeshire
CB1 3QR
GB|COMPANIES_HOUSE|06927269|No|No]",,01/10/2022,30/06/2023,"OpenOJEU ",,13:00
PNU1000573,Contract,"FCDO Services",Awarded,2023-11-02T09:26:37Z,"Programme Project Management as a Service (PPMaaS) - Defence Air/Land/Sea - Tier 1 - Lot 1",https://www.crowncommercial.gov.uk/agreements/RM1557.12,,"MK19 7BH",,"79400000 ",,PurchasingEnquiries@fco.gov.uk,"1 St Floor Building 71",,"MILTON KEYNES",MK197BH,England,,,,,N/A,06/10/2022,31/05/2023,05/10/2022,NO,,Yes,No,No,Services,79922.48,,05/10/2022,79922.48,"[CERTES COMPUTING LTD|B46 1HQ|NONE_OTHER||Yes|No]",,06/10/2022,31/05/2023,"CallOffFromFrameworkAgreement ",,00:00
"UK SBS UKRI CS22483 RM6160 Portfolio Analyst",Contract,"UK SHARED BUSINESS SERVICES LIMITED",Awarded,2023-11-01T15:59:20Z,"CS22483 RM6160 Portfolio Analyst","***Please note this is an award notice, not a call for competition*** UK Research and Innovation have a requirement to bring in a Portfolio Analyst. This has been sourced via direct award against CCS RM6160 Non Clinical Temporary and Fixed Term Staff Framework.",,,"United Kingdom","79620000 ",,CoreServices@uksbs.co.uk,"Polaris House,North Star Avenue",,SWINDON,SN21FF,England,,www.uksbs.co.uk,"CS22483 - RM6160 Order Form - Countersigned Redacted Final.pdf RM6277 - CS22483-002 - Fully Signed_redacted.pdf ",,,23/11/2022,31/03/2024,06/10/2022,NO,,No,No,No,Services,163305.44,,06/10/2022,163305.44,"[HAYS SPECIALIST RECRUITMENT LIMITED|4th Floor,20 Triton Street
LONDON
NW1 3BF
GB|COMPANIES_HOUSE|00975677|No|No]",,23/11/2022,31/03/2024,"CallOffFromFrameworkAgreement ",,12:00
IA2049/3,Contract,"Staffordshire County Council",Awarded,2023-10-31T13:39:58Z,"Service and Testing of Domestic Water Systems Call offs for year 3","Service and Testing of Domestic Water Systems Call offs for year 3",,,"West Midlands","09321000 31161400 41110000 44611500 65100000 ",,michelle.davies@staffordshire.gov.uk,"Tipping Street",,STAFFORD,ST162DH,England,,,,,,10/10/2022,09/10/2023,09/10/2022,NO,,Yes,No,No,Services,3500000,,09/10/2022,304992.21,"[HSL COMPLIANCE LTD|Unit 5-7, Alton Business Park,Alton Road
ROSS-ON-WYE
Herefordshire
HR9 5BP
GB|COMPANIES_HOUSE|02425951|Yes|No]",,10/10/2022,09/10/2023,"CallOffFromFrameworkAgreement ",,12:00
22079,Contract,"Cambridgeshire County Council",Awarded,2023-10-17T10:48:57+01:00,"22079 New Shire Hall Hard services contract under Scape Framework","Hard service contract for Cambridgeshire County Council main office location called New Shire Hall for a two year period.",,,"East of England","50700000 50800000 ","Procurement Team",Procurementandcommercial@cambridgeshire.gov.uk,"New Shire Hall,","Alconbury Weald",Huntingdon,"PE28 4YE","United Kingdom",07777123456,,,,,01/11/2022,31/10/2024,30/09/2022,NO,,Yes,No,No,Services,400000,410000,04/10/2022,400000,"[R.G. Carter Construction Ltd|Norwich, NR8 6AH|COMPANIES_HOUSE|03284871|Yes|No]",,01/11/2022,31/10/2024,"CallOffFromFrameworkAgreement ",,14:00
BIP806367734,Contract,"Flagship Housing Group",Awarded,2023-10-12T10:05:05+01:00,"GB-Norwich: Electrical vehicle charging units","To provide home charging solutions for company car drivers",,,"East of England","09000000 ",procurement@flagship-group.co.uk,procurement@flagship-group.co.uk,"31 King Street",,Norwich,"NR1 1PD",UK,'+448081684555,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=806367734 ",,05/10/2022,04/10/2025,04/10/2022,NO,,No,No,No,Services,120000,,04/10/2022,120000,"[Pod Point Limited|Discovery House
        28-42 Ground Floor
        Banner Street
        London
        EC1Y 8QE|NONE||Yes|No]",,05/10/2022,04/10/2025,"NotSpecified ",,00:00
TFL001-DN625106-21361151,Contract,"Transport for London",Awarded,2023-10-11T16:15:52+01:00,"GLA 82100 New Deal for Young People Mentoring Support","GLA is aiming to transform more young lives through mentoring, through GLA's New Deal for Young People mission (The London Recovery Board's  New Deal for Young People (NDYP) mission is that by 2024, all young people in need will have access to a personal mentor and all young Londoners will have access to quality local youth activities). GLA is developing a Mentoring Framework in consultation with the sector to help drive the quality, quantity and sustainability of mentoring across our city.\r
 \r
GLA is looking for a provider who will play a central role in developing excellent mentoring practice across the capital by providing Mentoring Support and developing a new Mentoring Community Network.\r
 \r
There are four work strands for the service provider to deliver: \r
1.	Delivering Mentoring Support for organisations completing the mentoring framework\r
2.	Facilitating a sustainable New Deal for Young People Mentoring Community Network for organisations that support young people, in partnership with London Councils and City Hall.\r
3.	Promoting the Mentoring Framework and supporting organisations to use it where needed\r
4.	Helping the Mayor to champion and celebrate organisations who show excellent commitment to developing their practice.\r
In addition: contributing to advisory groups as required. \r
\r
This procurement process is being conducted electronically on the e-Tendering portal ProContract from Proactis. The portal can be accessed via the following link:\r
(https://procontract.due-north.com)\r
\r
",,,"United Kingdom","71000000 ","Ilva Cunka",IlvaCunka@tfl.gov.uk,"14 Pier Walk",,LONDON,"SE10 0ES",England,,https://tfl.gov.uk,,,,10/10/2022,31/12/2024,06/09/2022,NO,,Yes,Yes,No,Services,170000,170000,07/10/2022,169935,"[London Youth (The Federation on London Youth Clubs)|47 - 49 Pitfield Street, London, N1 6DA|NONE||No|No]",,24/10/2022,31/12/2024,"Open ",,12:00
tender_391177/1264188,Contract,"Ministry of Defence",Awarded,2023-09-29T12:03:50+01:00,"Comms & Marketing Services for NGCN","Publication of Contract Award Notice",,"SN13 9NR","South West","79342310 ",,UKStratComDD-CM-NetGCComrcl@mod.gov.uk,"Bldg 405, MOD Corsham, Westwells Road",,Corsham,"SN13 9NR",England,,,"2022 10 05 G-Cloud-12-Call-Off-Contract__5 -redacted.pdf ",,,10/10/2022,30/06/2023,03/10/2022,NO,,Yes,No,No,Services,100000,,10/10/2022,100000,"[Inform Limited, trading as The Inform Team|64 Kennington Oval, London, SE11 5SW United Kingdom|NONE_OTHER||Yes|No]",,10/10/2022,30/06/2023,"CallOffFromFrameworkAgreement ",,12:00
