"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
"IT-492-1145-NSM2652M - AWARD",Contract,"Science Museum Group",Awarded,2024-01-03T11:27:07Z,"Access Consultancy Services for Sound and Vision at the NSMM - AWARD","We are seeking to engage the services of an Access Consultant to ensure that this new gallery reaches the highest possible standards for Access and is fit to be enjoyed by all our visitors for years to come.",,"SW7 2DD","Any region","72224000 72221000 ","Ada Chan",Ada.Chan@ScienceMuseum.ac.uk,"Exhibition Road","South Kensington",London,"SW7 2DD","United Kingdom","020 7942 4582",https://www.sciencemuseumgroup.org.uk,,,,04/05/2022,08/11/2022,27/04/2022,NO,,Yes,No,No,Works,13440,0,15/08/2022,12918.75,"[Mima Group Limited (formerly CCD Design & Ergonomics Limited|68-80 Hanbury Street, London, United Kingdom, E1 5JL|NONE||No|No]",,04/05/2022,08/11/2022,"Open ",,17:00
CORNWALL001-DN628545-06348980,Contract,"Cornwall Council",Awarded,2023-12-27T09:44:26Z,"Oracle Cloud","Oracle Cloud (ERP System) services agreement for licence subscriptions active from 1 December 2022 to 30 November 2027.",,,England,"48000000 ","Alex Kirk",Alex.Kirk@cornwall.gov.uk,"County Hall","Treyew Road",Truro,"TR1 3AY","United Kingdom",,http://www.cornwall.gov.uk,,,,01/12/2022,30/11/2027,16/08/2022,NO,,No,No,No,Services,6135000,6135000,16/08/2022,6135000,"[Oracle Corporation UK Limited|RG6 1RA|NONE||No|No]",,01/12/2022,30/11/2027,"NegotiatedWithoutCompetition ",,23:59
tender_299817/1103982,Contract,"Department for Education",Awarded,2022-09-06T12:57:15+01:00,"Evaluation of Early Years Education Recovery - SENCO Training","Evaluation of the Early Years Education Recovery project - SENCO Training",,,"Any region","73000000 ","Ecorys UK Ltd",info@ecorys.co.uk,"Albert House, Quay Place",,Birmingham,"B1 2RA",England,,,"Contract - word version redacted version 1.pdf ",,,16/08/2022,31/03/2025,05/07/2022,NO,,Yes,Yes,No,Services,0,173563.75,16/08/2022,173563.75,"[Ecory&apos;s Ltd|Albert House, Birmingham|NONE_OTHER||Yes|Yes]",,16/08/2022,31/03/2025,"OpenNonOJEU ",,12:00
DAR001-DN633138-86655988,Contract,"Darlington Borough Council",Awarded,2023-12-05T14:14:04Z,"PB2022-00801 - Child's Residential Placement","Ofsted registered time limited residential placement for a child with urgent social care accommodation needs.",,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West","80000000 85000000 ","Chloe Nicholas",chloe.nicholas@darlington.gov.uk,"Town Hall",Feethams,Darlington,"DL1 5QT",England,"'+44 1325405497",http://www.darlington.gov.uk,,,,23/08/2022,20/12/2022,15/08/2022,NO,,Yes,No,No,Services,222649,222649,20/08/2022,222649,"[A Wilderness Way Ltd|CA4 0QS|NONE||Yes|No]",,23/08/2022,31/03/2023,"DirectAward ",,23:59
HACK001-DN701203-70077310,Contract,"London Borough of Hackney",Awarded,2023-11-28T11:09:35Z,"Town Centre Sites Regeneration Programme (Dalston and Hackney Central feasibility studies) - Development Advisor Services - Homes England Property Professional Service Framework","The London Borough of Hackney is seeking to appoint an experienced property
and development consultancy firm that will provide development and commercial
advice to the Council's Area Regeneration, Housing Supply Programme, Estate
Regeneration Programme and Asset Review services. The services required
include: property advisory, land agency services, property investment, appraisal,
development monitoring and financial services, valuation, development
structures and partnering",,,"United Kingdom","71315200 ","Giles Bartlett",giles.bartlett@hackney.gov.uk,"Hackney Service Centre","1 Hillman Street",Hackney,"E8 1DY","United Kingdom","'+44 2083562223",http://www.hackney.gov.uk,,,,01/08/2022,18/08/2025,01/07/2022,NO,,No,No,No,Services,708205,708205,18/08/2022,708250,"[Jones Lang LaSalle Ltd|30 Warwick Street, London, W1B 5NH|NONE||No|No]",,30/08/2022,18/08/2025,"Restricted ",,12:00
#Proc2223_0175,Contract,"ST HELENS & KNOWSLEY TEACHING HOSPITALS NHS TRUST",Awarded,2023-11-24T11:22:09Z,"Remote Clinical Coding Service","Option 12,000 -14,000 Spells across all Specialties for 12 weeks. (Including General and Geriatric Medicine)",,L355DR,,"32552430 ","Sharon Monk",sharon.monk2@sthk.nhs.uk,"Whiston Hospital,Warrington Road",,PRESCOT,L355DR,England,"0151 676 5959",,,,,17/08/2022,17/08/2022,17/07/2022,NO,,Yes,No,No,Services,90000,,16/08/2022,90000,"[CHKS LTD|11 Buckingham Street
London
WC2N 6DF|COMPANIES_HOUSE|02442958|Yes|No]",,17/08/2022,17/08/2022,"CallOffFromFrameworkAgreement ",,17:00
C221632,Contract,"Greater Manchester Mental Health NHS Foundation Trust",Awarded,2023-11-06T16:02:48Z,"GHX Nexus","GHX Nexus Licences",,"M25 3BL",,"48000000 ","Maureen Gallacher",maureen.gallacher@gmmh.nhs.uk,"Prestwich Hospital,Bury New Road, Prestwich",,MANCHESTER,M253BL,England,"0161 3581043",,,,,19/08/2022,18/08/2025,18/08/2022,NO,,Yes,No,No,Services,59000,60000,18/08/2022,60000,"[GHX UK LTD|The Bradfield Centre,184 Science Park Milton Road
CAMBRIDGE
Cambridgeshire
CB4 0GA
GB|COMPANIES_HOUSE|03008226|No|No]",,19/08/2022,18/08/2025,"CallOffFromFrameworkAgreement ",,00:00
LEICSCITY02-DN627730-92888252,Contract,"Leicester City Council",Awarded,2023-11-01T17:51:21Z,"FEW1162 - Assessment and Equipment services for people who are D/deaf, deafened and hard of hearing","Leicester City Council are direct awarding the contract to Action Deafness to provide the Assessment and Equipment service for people who are D/deaf, deafened and Hard of Hearing.\r
\r
A commissioning review of the service commenced in October 2021 for the Assessment and Equipment service for people who are D/deaf, deafened and Hard of Hearing. The soft market testing exercise which was published earlier in the year concluded with no expressions of interest, highlighting the limited availability of specialist providers in the marketplace for this service and attendance at the regional benchmarking group also confirms the limited supply of specialist sensory impairment providers at a regional and local level.\r
\r
Furthermore, Action Deafness confirmed their interest in continuing to deliver the service, though completing a tender bid would reduce capacity to deliver the service.\r
\r
The initial term of the contract is 36 months, with the contract commencing from 01/04/2023 to 31/03/2026, with the option to extend for a further 24 months to 31/03/2028 (60 months in total).",,,"East Midlands","85000000 98000000 ","Ashok Chotalia",procurement-asc@leicester.gov.uk,"City Hall (4th Floor)","115 Charles Street",Leicester,"LE1 1FZ","United Kingdom",,http://www.leicester.gov.uk,,,,01/04/2023,31/03/2026,15/08/2022,NO,,Yes,Yes,No,Services,200000,200000,16/08/2022,200000,"[Action Deafness|Peepul Centre, 28 Orchardson Avenue, Leicester LE4 6DP|NONE||Yes|Yes]",,01/04/2023,31/03/2026,"DirectAward ",,23:59
SOMRTD001-DN620154-24495731,Contract,"Somerset Council",Awarded,2023-10-26T16:09:34+01:00,"Holiday Activities and Food Programme Delivery (HAF)","SCC is seeking a partner who can draw upon local knowledge, resources, and existing relationships with providers to coordinate the delivery of the HAF Programme in Somerset. The partner must be able to positively and proactively link in with county initiatives around food/food poverty and ensuring equitable access to a broad range of engaging and enriching activities throughout the school holiday periods, initially from the Summer 2022 to the end of Christmas school holiday in 2025.",,,England,"85000000 ","Tracie Bosher",tracie.bosher@somerset.gov.uk,"County Hall",,Taunton,"TA1 4DY",England,"'+44 1823359147",https://www.supplyingthesouthwest.org.uk,,"https://procontract.due-north.com/Advert?advertId=731bbf8c-c6fa-ec11-8116-005056b64545 ",,01/09/2022,31/12/2025,20/07/2022,NO,,No,No,No,Services,150000,150000,15/08/2022,150000,"[SASP|Wellington
Somerset|NONE||No|No]",,01/09/2022,31/12/2025,"Open ",,12:00
tender_310665/1269209,Contract,"Ministry of Justice",Awarded,2023-10-26T15:25:19+01:00,"A Call Off Contract from the Prison Education Dynamic Purchasing System for the provision of IAG for learners at HMP Belmarsh","A Call Off Contract from the Prison Education Dynamic Purchasing System for the provision of IAG for learners at HMP Belmarsh",,,"London,South East","80000000 ",,commercial.prisoneducation@justice.gov.uk,"5 Wellington Place",,Leeds,"LS1 4AP",England,,,,,,21/09/2022,31/03/2025,04/08/2022,NO,,Yes,Yes,No,Services,209592,,18/08/2022,209592,"[Prospects Services|Black Country House,  Rounds Green Road, Oldbury, Sandwell, B69 2DG|NONE_OTHER||No|No]",,21/09/2022,31/03/2025,"CallOffFromDynamicPurchasingSystem ",,15:00
NOTTCITY001-DN695758-07639233,Contract,"Nottingham City Council",Awarded,2023-10-20T11:38:13+01:00,"CPU 5744 Workplace Travel Service summer support package","Workplace Travel Service summer support package",,,England,"63516000 ","Julie Thorpe",julie.thorpe@nottinghamcity.gov.uk,"Loxley House","Station Street",Nottingham,"NG2 3NG",England,"'+44 1159155555",http://www.nottinghamcity.gov.uk,,,,01/09/2022,14/10/2022,01/08/2022,NO,,No,No,No,Services,9676,9676,18/08/2022,9676,"[Sustrans|2 Cathedral Square
College Green
Bristol
BS1 5DD|NONE||No|No]",,01/09/2022,14/10/2022,"Open ",,23:59
NOTTCITY001-DN694237-68212655,Contract,"Nottingham City Council",Awarded,2023-10-12T09:56:17+01:00,"CPU 5746 Community active travel behaviour change","Community active travel behaviour change",,,England,"85322000 ","Julie Thorpe",julie.thorpe@nottinghamcity.gov.uk,"Loxley House","Station Street",Nottingham,"NG2 3NG",England,"'+44 1159155555",http://www.nottinghamcity.gov.uk,,,,01/09/2022,30/09/2022,01/08/2022,NO,,No,No,No,Services,29310,29310,18/08/2022,29310,"[Sustrans|2 Cathedral Square
College Green
Bristol
BS1 5DD|NONE||No|No]",,01/09/2022,30/09/2022,"Other ",,23:59
20231005120856-104514,Contract,"City of Doncaster Council",Awarded,2023-10-05T12:09:26+01:00,"Home From hospital","Doncaster Council wishes to commission a Service which will support the prevention of unnecessary acute hospital admissions, support timely discharge from hospital, prevent hospital re-admissions and maximise independent living.
1 year contract with option to extend for a further year.",,,"Yorkshire and The Humber","85100000 85323000 ","Emma Norris",Emma.Norris2@doncaster.gov.uk,"Civic Office, Waterdale",,Doncaster,"DN1 3BU",ENG,"'+44 1302737311",https://www.doncaster.gov.uk/,,"https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=40761&B=UK https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/104514 ",,01/10/2022,30/09/2024,30/06/2022,NO,,Yes,No,No,Services,0,196000,15/08/2022,196000,"[Sheffield Churches' Council for Community Care|Unit 19 President Buildings, Savile St E, Sheffield S4 7UQ|NONE||No|No]",,01/10/2022,30/09/2024,"Other ",,12:00
TOWER001-DN614082-54764978,Contract,"Tower Hamlets",Awarded,2023-09-26T14:03:56+01:00,"P5747: Locksley D Environmental Works","Locksley D Environmental Works via LHC Refurbishment and Associated Works (WH2) framework",,,"United Kingdom","45300000 ","Ambia Begum",Ambia.Begum@towerhamlets.gov.uk,"Mulberry Place",,London,"E14 2BG",England,"'+44 2073640783",http://www.towerhamlets.gov.uk,,,,12/09/2022,30/04/2023,07/07/2022,NO,,Yes,No,No,Works,650000,780000,16/08/2022,650000,"[Greyline Builders Limited|Unit 2-3, 29 Fourth Way, 
Wembley, HA9 0LH|NONE||Yes|No]",,01/09/2022,30/04/2023,"Open ",,12:00
CF-1880200D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-21T14:20:31+01:00,"NHS education Contract - Coastal Medical Partnership","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialcontracts@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"NHS Education Contract 2021-2024 - Signed - Coastal Medical Partnership Redacted.pdf ",,,28/07/2022,31/03/2024,01/07/2022,NO,,No,No,No,Services,26000,26000,16/08/2022,26000,"[Coastal Medical Partnership|9 Avenue Road, New Milton BH25 5JP|NONE||No|No]",,28/07/2022,31/03/2024,"Other ",,12:00
CF-1879900D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-21T14:08:49+01:00,"NHS Education Contract - Lighthouse Group Practice","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialcontracts@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"NHS Education Contract 2021-2024 - Signed - Lighthouse Group Practice (The) Redacted.pdf ",,,28/07/2022,31/03/2024,01/07/2022,NO,,No,No,No,Services,26000,26000,16/08/2022,26000,"[Lighthouse Group Practice|Southsea Medical Centre
Carlisle Road, Portsmouth, PO5 1AT PO4 9EH|NONE||No|No]",,28/07/2022,31/03/2024,"Other ",,12:00
tender_389063/1259066,Contract,"DfTc - Department for Transport",Awarded,2023-09-17T17:58:36+01:00,"Ivanti Product Suite","Contract Award Notice.",,,London,"72000000 ","Ollie Hughes",Ollie.Hughes@dft.gov.uk,"Great Minster House, 33 Horseferry Road, Westminster",,London,"SW1P 2AA",England,,,"TRGA3309 - Ivanti Product Suite - Award Letter_Redacted.pdf ",,,01/08/2023,31/07/2024,24/07/2023,NO,,No,No,No,Products,175522.03,500000,16/08/2022,500000,"[Boxxe Limited|Artemis House Eboracum Way, Heworth Green, York, England, YO31 7RE|COMPANIES_HOUSE|02109168|No|No]",,01/08/2023,31/07/2024,"CallOffFromFrameworkAgreement ",,00:00
"RM1557.13-All-Oldham Council - Kitchen Manager July 2023",Contract,"Oldham Council",Awarded,2023-09-15T11:54:59+01:00,"RM1557.13-All-Oldham Council - Kitchen Manager July 2023","""kitchen Manager""",,OL11UT,,"48000000 ","Senga Henstock",Senga.henstock@oldham.gov.uk,"Civic Centre,West Street",,OLDHAM,OL11UG,England,01617705447,,,,,01/09/2023,31/08/2025,20/08/2022,NO,,No,No,No,Products,55000,55898,20/08/2022,55898,"[ParentPay Group Limited|The Exchange 
Express Park 
Bristol Road 
Bridgwater 
TA6 4RR|COMPANIES_HOUSE|04513692|No|No]",,01/09/2023,31/08/2025,"CallOffFromFrameworkAgreement ",,17:00
tender_315646/1258413,Contract,"Department for Work and Pensions",Awarded,2023-09-14T16:06:07+01:00,"Support and Maintenance of Rocket","Support and Maintenance of Rocket Licences",,,"Any region","48219100 ","Terri Edgington",TERRI.EDGINGTON@DWP.GOV.UK,"Peel Park",,Blackpool,"FY4 5ES",England,1,,"RM6100-Lot 3dOrder-Form Rocket - Insight Redacted .pdf ",,,01/09/2022,31/08/2023,18/08/2022,NO,,Yes,No,No,Products,252200,,18/08/2022,252200,"[Insight Direct (UK) Ltd|4th floor The Charter Building   Charter Place   Uxbridge   UB8 1JG|COMPANIES_HOUSE|02579852|No|No]",,01/09/2022,31/08/2023,"CallOffFromFrameworkAgreement ",,12:00
SCC-SMS-0472,Contract,"Southampton City Council",Awarded,2023-09-14T09:30:17+01:00,"CDM Advisory Services","The provision of CDM advisory services to provide services to SCC's Corporate Estates & Assets Division to enable them to fulfil the City Council's statutory obligations in respect of the Construction (Design and Management) Regulations 2015 (CDM 2015).",,,"South East","71000000 ",,tendermanagement@southampton.gov.uk,"Civic Centre,Civic Centre Road",,SOUTHAMPTON,SO147LY,England,02380833000,,,,,15/08/2022,14/02/2024,13/08/2022,NO,,Yes,No,No,Services,52632,,14/08/2022,52632,"[Faithful + Gould Ltd|Woodcote Grove, Ashley Road, Epsom, Surrey, KT18 5BW|COMPANIES_HOUSE|02236832|No|No]",,15/08/2022,14/02/2024,"CallOffFromFrameworkAgreement ",,12:00
CF-1861500D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-13T12:57:12+01:00,"MERSEYSIDE REFUGEE SUPPORT NETWORK - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Contract -  MERSEYSIDE REFUGEE SUPPORT NETWORK Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,Yes,No,No,Services,10000,10000,18/08/2022,10000,"[MERSEYSIDE REFUGEE SUPPORT NETWORK|St Anne's Centre, 7 Overbury St, Liverpool L7 3HJ|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1851500D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-11T13:56:48+01:00,"NHS Education Contract with Brisdoc","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialcontracts@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Signed copy NHS Education Contract - April 2021-March 2024 - Brisdoc healthcare Services_Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,200000,200000,16/08/2022,200000,"[Brisdoc|Unit 21, Osprey Court, Business Park, Hawkfield Way BS14 0BB|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CCTS22A51,Contract,"Crown Commercial Service",Awarded,2022-09-08T13:04:57+01:00,"Provision of Disposals Portal Support and Maintenance","The creation of a platform to provide information on public properties for sale and to let, collected, aggregated and exposed to the market through a web portal to support the Government's disposals strategy. This is a six month procurement with scope to extend by a further six months with a total of £15,000 for this period.",,,"United Kingdom","70000000 ","Charlie Beresford",supplier@crowncommercial.gov.uk,"39 Old Hall Street",,Liverpool,L39PP,England,,https://www.crowncommercial.gov.uk/,"CCTS22A51 - Call of Contract REDACTED.docx CCTS22A51 - Call Off Award Letter REDACTED.docx CCTS22A51-2 Government Property Finder Support and Maintenance Variation 2 v1.0 Final Executed (1).pdf ",,,01/08/2022,29/02/2024,01/07/2022,NO,,No,No,No,Services,15000,,19/08/2022,15000,"[ALCIUM SOFTWARE LIMITED|6B Churchill Way, Chapeltown
S35 2PY
GB|COMPANIES_HOUSE|04157769|No|No]",,01/08/2022,29/02/2024,"CallOffFromFrameworkAgreement ",,09:00
BIP750969009,Contract,"University of Leeds",Awarded,2023-08-24T10:45:09+01:00,"202122/876- Supply of a Laser Doppler Anemometry (LDA) measurement instrument","NOTICE OF AWARD of a Laser Doppler Anemometry (LDA) measurement instrument.",,,"Yorkshire and The Humber","38636100 ",,s.j.greaves@leeds.ac.uk,"University of Leeds","1 - 3 Lifton Villas",Leeds,"LS2 9JT",UK,'+4401133438178,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=750969009 ",,04/10/2022,04/10/2023,19/08/2022,NO,,Yes,Yes,No,Products,175000,,19/08/2022,175000,"[Dantec Dynamics|Garonor Way
        Royal Portbury|NONE||Yes|No]",,04/10/2022,04/10/2023,"Negotiated ",,00:00
PNU1000165,Contract,"FCDO Services",Awarded,2023-08-16T11:31:53+01:00,"Agreement for Managed Private Cloud Multi-Tenant Solution - MARBLE - Post Discovery Build, Implementation & Live Support","Call off from G-Cloud 12 (RM1557.12)",,"MK19 7BH",,"79400000 ",,PurchasingEnquiries@fco.gov.uk,"1 St Floor Building 71",,"MILTON KEYNES",MK197BH,England,,,,,N/A,18/08/2022,07/08/2024,17/08/2022,NO,,Yes,No,No,Services,306500,,17/08/2022,306500,"[Secure Cloud+ Limited|RG1 1PE|NONE_OTHER||Yes|No]",,18/08/2022,07/08/2024,"CallOffFromFrameworkAgreement ",,00:00
