"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
DN602321,Contract,"Redcar & Cleveland Borough Council",Awarded,2022-03-21T15:33:27Z,"Town Deal Culture & Leisure Anchor Attraction - Architect led Multi-Disciplinary Team","Provision of Architect led Multi-Disciplinary Team for the Redcar Town Deal - Culture and Leisure Anchor Attraction.
Services appointed via Bloom Framework, delivered by Ryder Architecture.",,,"North East","71220000 71310000 71320000 ",,procurement@redcar-cleveland.gov.uk,"Redcar & Cleveland House,Kirkleatham Street",,REDCAR,TS101RT,England,"01642 774774",,,,,01/02/2022,31/03/2026,12/11/2021,NO,,Yes,Yes,No,Services,0,,14/02/2022,554965,"[Bloom Procurement Services Ltd|Point 5 New Eden House, Fletcher Road, Gateshead, Tyne and Wear, NE8 2ET|COMPANIES_HOUSE|8045123|Yes|No]",,28/02/2022,31/03/2026,"CallOffFromFrameworkAgreement ",,14:00
CF-2008900D0O000000rwimUAA,Contract,"UK Health Security Agency",Awarded,2023-11-16T10:54:20Z,"Statista Research Portal","Commercial Market Intelligence",,"E14 5EA","Any region","79330000 ","Procurement Operations",Procurement.operations@dhsc.gov.uk,"10 South Colonnade",,London,"E14 5EA",GB,,,"20230221-Statista_Contract_Change_Notice_Signed1_Redacted.pdf ",,,21/02/2022,20/02/2023,20/02/2022,NO,,No,No,No,Products,9800,20300,17/02/2022,19600,"[STATISTA LIMITED|5th Floor, 209-215 Blackfriars Road SE1 8NL|NONE||Yes|No]",,21/02/2022,20/02/2023,"CallOffFromFrameworkAgreement ",,12:00
PRO1003443,Contract,"NHS PROPERTY SERVICES LIMITED",Awarded,2023-10-31T16:53:00Z,"Civils works for new  power supplies and Sub-Station at Clacton Hospital","Civil and general builders work in connection with the provision of a new upgraded electrical supply to the hospital to include construction of new sub station",,,"East Midlands","45000000 ","NHS PS Procurement",NHSPSContracts@property.nhs.uk,"7th Floor","10 South Colonnade",London,"E14 4PU",England,,,,,,16/02/2022,16/06/2022,31/01/2022,NO,,Yes,No,No,Works,330417.62,,16/02/2022,330417.62,"[FOREST GATE CONSTRUCTION CO. LIMITED|Southfields Industrial Estate
SS15 6TN
GB|COMPANIES_HOUSE|00451880|Yes|No]",,16/02/2022,16/06/2022,"CompetitiveQuotationNonOJEU ",,17:00
15N-22-TFTP,Contract,"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",Awarded,2023-10-13T15:27:37+01:00,"NHS Devon - Targeted Family Therapy Plymouth","NHS Devon Integrated Care Board (formerly NHS Devon Clinical Commissioning Group sought to commission a targeted Family Therapy Service in Plymouth.    The aim of the service is to improve mental health and psychological wellbeing of children and young people with identified mental health needs referred to the service, enhancing their resilience and supporting their development and coping strategies.

The service will work collaboratively with health, education and/or social care colleague to maximise the potential for the child or young person's good mental health. 

The contract term is for 1 year commencing 01 April 2022.  The Annual Contract Value is £80,000",,,"South West","85100000 ",,d-icb.contracting@nhs.net,"NHS Devon ICB, County Hall, Topsham Road",,Exeter,"EX2 4QD","United Kingdom",,,,,"The services are healthcare services falling within Schedule 3 to the Public Contracts Regulations 2015 (""the Regulations"")  which are not subject to the full regime of the Regulations, but is instead governed by the ""Light Touch Regime"" contained within Chapter 3, Section 7 of the Regulations (Regulations 74 to 77).",01/04/2022,31/03/2023,14/02/2022,NO,,Yes,Yes,No,Services,80000,,15/02/2022,80000,"[Family Matters|46-48 Devonport Road
Stoke
Plymouth 
PL3 4DF|COMPANIES_HOUSE|05438661|Yes|Yes]",,01/04/2022,31/03/2023,"SingleTenderActionNonOJEU ",,12:00
CF-1896000D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED",Awarded,2023-09-28T11:08:26+01:00,"Proud 2 B Parents CIC - NHS Education Contract","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"Proud 2 B Parents Completed Contract - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Proud 2 B Parents CIC|30 Windsor Drive Bredbury Stockport Sk6 2EH|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1894700D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED",Awarded,2023-09-27T13:17:43+01:00,"Positive Futures North Liverpool - NHS Education Contract","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"Positive Futures North Liverpool Completed Contract - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Positive Futures North Liverpool|Unit B1 Tetlow Way Anfield L4 4QS|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1894000D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED",Awarded,2023-09-27T11:35:34+01:00,"Physio Needs Ltd - NHS Education Contract","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"Please_DocuSign_NHS_Education_Contract_April (11) - Physio Needs Ltd - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Physio Needs Ltd|Rogers Spencer Newstead House, Pelham Road, , NG5 1AP|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1893300D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED",Awarded,2023-09-27T10:16:10+01:00,"Physio Matters (Chews Media Ltd) - NHS Education Contract","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"NHS_Education_Contract_April (24) Physio Matters (Chews Media Ltd) - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Physio Matters (Chews Media Ltd)|Room 2 Chews Health HQ Orchard Place Timperley WA15 7UR|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1892700D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED",Awarded,2023-09-27T09:18:06+01:00,"Physio & Therapy UK Ltd - NHS Education Contract","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"Please_DocuSign_NHS_Education_Contract_April (3) - Physio & Therapy UK Ltd - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Physio & Therapy UK Ltd|45 Hallstile Bank Hexham NE46 3PQ|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1886800D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-25T14:55:38+01:00,"Physiotherapy Sheffield & Sports Injuries Clinic - NHS Education Contract","Education and Training",,,"United Kingdom","80000000 ","Commercial Team",workforcecommercialteam@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"(Redacted) NHS_Education_Contract_-_Physiotherapy_Sheffield_&_Sports_Injuries_Clinic_-_Apr_21-Mar_24.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Physiotherapy Sheffield & Sports Injuries Clinic|127 The Moor, Sheffield City Centre S1 4PH|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1885400D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED.",Awarded,2023-09-25T11:54:12+01:00,"People First Merseyside Company - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"People First Merseyside Completed Contract (1) - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[People First Merseyside Company|The Investment Centre 375 Stanley Road L20 3EF|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1881600D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED.",Awarded,2023-09-22T09:15:57+01:00,"Pennine Lancashire Community Farm - NHS Education Contract","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"Pennine Lancashire Community Farm Completed Contract - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Pennine Lancashire Community Farm|Eco - Community Hub Burleigh street BB120DU|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1879700D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED.",Awarded,2023-09-21T13:24:20+01:00,"Pendleside Hospice - NHS Education Contract","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"Pendleside Hospice Completed Contract - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Pendleside Hospice|Pendleside Hospice Colne Road Burnley BB10 2LW|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1875900D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED",Awarded,2023-09-20T09:08:38+01:00,"Park View Surgery - NHS Education Contract","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",GB,,,"Contract - Park View Surgery - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Park View Surgery|23-24 Ribblesdale Place Preston PR1 3NA|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1874600D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED.",Awarded,2023-09-19T11:27:12+01:00,"Out of Hours West Lancashire CIC- NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"Out of Hours West Lancashire CIC - Contract - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Out of Hours West Lancashire CIC|20 Dingle Road Upholland Skelmesdale Lancashire WN8 0EN|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1874500D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED.",Awarded,2023-09-19T09:53:19+01:00,"Open Minds (NAViGO) - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",GB,,,"Open Minds (NAViGO) Grimsby Completed Contract - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Open Minds (NAViGO) - NHS Education Contract|NAViGO House 3-7 Brighowgate Grimsby DN32 0QE|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1872000D0O000000rwimUAA,Contract,"NHS England",Awarded,2023-09-18T12:18:45+01:00,"Open Door Charity - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",GB,,,"Open Door Charity Completed Contract - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,17/02/2022,10000,"[Old Rectory Nursing Home|Rectory Lane Capenhurst,Chester CH1 6HN|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1844500D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-07T15:37:10+01:00,"The Salvation Army - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Crossroads Salvation Army Completed Contract Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,17/02/2022,10000,"[The Salvation Army|101 Newington Causeway SE1 6BN|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1842900D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-07T14:18:41+01:00,"Pendle View Medical Centre - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Pendle View Medical Centre Completed Contract Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,15/02/2022,10000,"[Pendle View Medical Centre|47 Arthur St, Brierfield BB9 5RZ|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1687200D0O000000rwimUAA,Contract,"King's College Trust",Awarded,2023-09-01T13:25:11+01:00,"Intellectual Property","KP0355 - Intellectual Property rights over building designs.",,"SE5 9NY",London,"79930000 ","Robert Stevenson",robert.stevenson9@nhs.net,"65 Goswell Road",,London,"EC1V 7EN",GB,,,,,,14/02/2022,15/02/2022,11/02/2022,NO,,No,No,No,Services,95000,95000,14/02/2022,95000,"[Skyroom London|Sutton Yard, 65 Goswell Road, London, EC1V 7EN EC1V 7EN|NONE||Yes|No]",,14/02/2022,15/02/2022,"Other ",,12:00
CUM001-DN594585-44333260,Contract,"Cumbria County Council",Awarded,2023-07-27T11:55:22+01:00,"Lot 3a - 17 passenger seats and above for various areas closing 7 February 2022 (F4/10)","Lot 3a - 17 passenger seats and above for various areas closing 7 February 2022 (F4/10)",,,England,"60000000 ","John Ferguson",john.ferguson@cumbria.gov.uk,"Cumbria House","107 - 117 Botchergate",Carlisle,"CA1 1RD","United Kingdom","'+44 1228226425",http://www.cumbria.gov.uk/,,,,28/02/2022,31/08/2023,07/02/2022,NO,,Yes,No,No,Services,0,,15/02/2022,93500,"[The Travellers Choice|LA5 9RQ|NONE||Yes|No]",,28/02/2022,31/08/2023,"Open ",,10:00
CF-1741600D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-07-21T16:11:59+01:00,"NHS Education Contract with Man Down Cornwall CIC","Education Contract with Man Down Cornwall CIC for the provision of practice placements, education and training",,,"United Kingdom","80000000 ","Commercial Team",workforcecommercialteam@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"(Redacted) Signed copy NHS Education Contract - April 2021-March 2024 - Man Down Cornwall CIC.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,200000,200000,15/02/2022,200000,"[Man Down Cornwall CIC|3 Park Terrace TR11 2DJ|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
