"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
CF-2070700D0O000000rwimUAA,Contract,"London Ambulance Service NHS Trust",Awarded,2023-12-14T11:51:59Z,"LAS Desk top support - WA","LAS Desk top support - WA",,"SE1 8SD","Any region","79620000 ","Julia Crossey",julia.crossey@nhs.net,"220 Waterloo Road",,London,"SE1 8SD",GB,,,,,,14/02/2022,15/12/2023,14/01/2022,NO,,No,No,No,Services,14616.96,14616.96,21/03/2022,14616.96,"[VENN GROUP LIMITED|Cottons Centre 3rd Floor, Hays Lane SE1 2QP|NONE||No|No]",,14/02/2022,15/12/2023,"CallOffFromFrameworkAgreement ",,12:00
#Proc2223_0372,Contract,"ST HELENS & KNOWSLEY TEACHING HOSPITALS NHS TRUST",Awarded,2023-11-24T10:33:11Z,"Cardiology Capacity Pilot","HF Pilot to cover outsourced echocardiograms and cardiology reviews",,"L35 5DR",,"85121231 ","Paul Murdock",paul.murdock@sthk.nhs.uk,"Whiston Hospital,Warrington Road",,PRESCOT,L355DR,England,01514787774,,"First Invoice.pdf ",,,01/04/2022,31/03/2023,28/02/2022,NO,,Yes,No,No,Services,26500,,18/03/2022,26500,"[Venturi Cardiology Ltd|4 The Square
740 Birchwood Boulevard
Warrington
WA3 7QY|COMPANIES_HOUSE|12294999|Yes|No]",,01/04/2022,31/03/2023,"CallOffFromFrameworkAgreement ",,17:00
CF-1985800D0O000000rwimUAA,Contract,"NHS England",Awarded,2023-11-03T15:34:56Z,"Contract for the supply of Legal Services to HSIB","HSIB requires the support of a Supplier with the requisite expertise, experience and in-house resources across a number of areas of legal advice including information governance, regulation, corporate law, employment law, and to a lesser extent commercial and property law.",,"RG1 7EB","United Kingdom","79100000 ","Dhar Grewal",dhar.grewal@hsib.org.uk,"Caverham Road",,Reading,"RG1 7EB","United Kingdom",01252222243,,,,,01/03/2022,29/02/2024,14/01/2022,NO,,No,No,No,Services,0,0,21/03/2022,150000,"[DAC Beachcroft LLP|25 Walbrook EC4N 8AF|NONE||No|No]",,01/03/2022,29/02/2024,"CallOffFromFrameworkAgreement ",,12:00
DH22000,Contract,"DERBY HOMES LIMITED",Awarded,2023-10-31T14:19:05Z,"DH22000 - Items Ordered Via ESPO Catalogue","Various items ordered online via ESPO catalogue",,,"East Midlands","30192700 ",,DH-Procuremnet@derby.gov.uk,"839 London Road,Alvaston",,DERBY,DE248UZ,England,"01332 888777",,,,,01/04/2022,31/07/2027,22/03/2022,NO,,Yes,Yes,No,Products,250000,,22/03/2022,250000,"[ESPO (Eastern Shires Purchasing Organisation)|Barnsdale Way
Grove Park
Enderby
Leicester
LE19 1ES|NONE_OTHER||No|No]",,01/04/2022,31/07/2027,"CataloguePurchase ",,00:00
CF-1962900D0O000000rwimUAA,Contract,"NHS England",Awarded,2023-10-25T18:24:09+01:00,"Discovery on Blockers to Standards Adoption","Discovery to inform strategy and approach to standards and interoperability",,"SE1 8UG",England,"72220000 ","Nick Knight",nicholas.knight@nhs.net,"Waterloo Road",,London,"SE1 8UG",GB,,,,,,07/03/2022,31/08/2022,24/01/2022,NO,,No,No,No,Services,229557,229557,21/03/2022,229557,"[PriceWaterhouseCoopers LLP|1 Embankment Place WC2N 6RH|NONE||No|No]",,07/03/2022,31/08/2022,"CallOffFromFrameworkAgreement ",,12:00
GLOSCC001-DN603304-53232340,Contract,"Gloucestershire County Council",Awarded,2023-10-11T15:33:43+01:00,"EB078FT - Service 78","EB078FT - Service 78",,,England,"60140000 60130000 60170000 60112000 ","T'pu Kapadia",sppassenger@gloucestershire.gov.uk,"Shire Hall",,Gloucester,"GL1 2TH","United Kingdom",,,,,,29/05/2022,29/05/2027,17/03/2022,NO,,Yes,Yes,No,Services,250000,250000,18/03/2022,250000,"[Stagecoach West|GL1 3HF|NONE||No|No]",,29/05/2022,29/05/2027,"Open ",,08:00
NOTTCITY001-DN693887-76688345,Contract,"Nottingham City Council",Awarded,2023-10-10T18:01:10+01:00,"CPU 5003 Waste Transfer Station","One or more satellite transfer stations  allowing delivery of waste to same,",,,England,"45232470 ","Julie Thorpe",julie.thorpe@nottinghamcity.gov.uk,"Loxley House","Station Street",Nottingham,"NG2 3NG",England,"'+44 1159155555",http://www.nottinghamcity.gov.uk,,,,02/04/2022,31/03/2024,01/03/2022,NO,,No,No,No,Services,1158720,1158720,18/03/2022,1158720,"[Donald Ward Ltd|East Street,
Ilkeston,
Derbyshire,
DE7 5JB|NONE||No|No]",,01/04/2022,31/03/2024,"Other ",,23:59
LEICSCITY02-DN558659-16790764,Contract,"Leicester City Council",Awarded,2023-09-12T15:41:02+01:00,"PAN2634 - Welfare Buses - Coach Built  x 3","Supply of three coach built welfare buses.",,,"North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West,Scotland,Wales,Northern Ireland","34000000 ","Emily Vinter",Emily.Vinter@leicester.gov.uk,"City Hall (4th Floor)","115 Charles Street",Leicester,"LE1 1FZ","United Kingdom","'+44 1164544037",http://www.leicester.gov.uk,,"https://procontract.due-north.com/Advert?advertId=3387e728-ad61-ec11-8110-005056b64545 ",,21/03/2022,20/03/2023,31/01/2022,NO,,No,No,No,Products,231000,235272.39,18/03/2022,263554,"[TREKA BUS LIMITED|Archer Road, Armytage Road Industrial Estate, Brighouse, West Yorkshire, HD6 1XF|NONE||No|No]",,21/03/2022,21/03/2024,"Open ",,12:00
CF-1823700D0O000000rwimUAA,Contract,"King's College Trust",Awarded,2023-08-31T10:53:56+01:00,"The Provision of Electrical Installation Services","KP0370 - The Provision of Electrical Installation Services",,"SE5 9NY","Any region","65320000 ","Wing Quan",wing.quan@nhs.net,"129 Coldharbour Lane",,Camberwell,"SE5 9NY",GB,,,,,,22/03/2022,01/05/2022,01/03/2022,NO,,No,No,No,Works,200000,200000,22/03/2022,200000,"[A J Electrical Services|8 Henrys Drive
Aylesford
Kent ME20 7GZ|NONE||No|No]",,22/03/2022,01/05/2022,"Other ",,12:00
CF-1825200D0O000000rwimUAA,Contract,"Kings College Hospital",Awarded,2023-08-31T09:26:57+01:00,"Radiology Roof Major alterations to Scaffold for P22 Works","KP0371 - Radiology Roof Major alterations to Scaffold for P22 Works",,,London,"44112400 ","Rob Stevenson",robert.stevenson9@nhs.net,"129 Coldharbour Lane",,Camberwell,"SE5 9NY",GB,02045267007,,,,,23/03/2022,23/06/2022,22/03/2022,NO,,No,No,No,Works,61646.44,61646.44,23/03/2022,61646.44,"[Lite Scaffold|117 Dartford Road, Dartford, DA1 3EN DA1 3EN|NONE||Yes|No]",,23/03/2022,23/06/2022,"Other ",,12:00
BIP805924146,Contract,"Arts Council England",Awarded,2023-08-31T08:05:04+01:00,"GB-Manchester: ACE 368 ITT Business Central Managed Services and Support","ACE 368 ITT Business Central Managed Services and Support
      Initial term 16/05/2022 - 16/05/2024, option to extend by 2 periods of 1 year each
      Procured via CCS G Cloud Framework",,,"Any region","48444000 ","Procurement Services",procurement.services@artscouncil.org.uk,"The Hive, 49 Lever Street",,Manchester,"M1 1FN",UK,01619344317,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=805924146 ",,16/05/2022,16/05/2026,18/03/2022,NO,,No,No,No,Services,120601.25,,18/03/2022,120601.25,"[TOTAL ENTERPRISE SOLUTIONS LIMITED|Grosvenor Court Wheelhouse Road
        Lea Hall Enterprise Park
        Rugeley
        WS15 1LH|NONE||No|No]",,16/05/2022,16/05/2026,"NotSpecified ",,00:00
CF-1824400D0O000000rwimUAA,Contract,"Kings College Hospital",Awarded,2023-08-30T16:24:01+01:00,"Cloud lighting LED Panels in the Toni and Guy Children's Ware and Reception area.","KP0369 - Cloud lighting LED Panels in the Toni and Guy Children's Ware and Reception area.",,"SE5 9NY",London,"65320000 ","Mayank Vyas",mayank.vyas@nhs.net,"129 Coldharbour Lane",,Camberwell,"SE5 9NY",GB,,,,,,22/03/2022,22/06/2022,21/03/2022,NO,,No,No,No,Works,57534.01,57534.01,22/03/2022,57534.01,"[Dextra Lighting Limited|Brickfields Business Park, Gillingham, SP8 4PX SP8 4PX|NONE||Yes|No]",,22/03/2022,22/06/2022,"Other ",,12:00
tender_386507/1252973,Contract,"MCA - Maritime and Coastguard Agency",Awarded,2023-08-30T14:55:39+01:00,"Rhyl CRS Minor Improvement Works","Urgent work required to remove a dangerous boiler from Rhyl CRS and install electrical heating, currently the site has no active heating as the boiler has been notified as dangerous following a recent inspection and is using temporary heating which is impacting the current fire risk assessment for the site.The proposed contractor is in area and therefore can respond in a timely, more cost-efficient manner ment for the site.",,,"Any region","45232141 ",,contracts@mcga.gov.uk,"Spring Place",,Southampton,"SO15 1EG",England,0,,,,,18/03/2022,31/03/2022,17/03/2022,NO,,Yes,No,No,Works,15552,,18/03/2022,15552,"[TEK Contracts Ltd|Unit 26 Cobbett Road Zone 1 Burntwood Business Park Chase Terrace WS7 3GL|NONE_OTHER||No|No]",,18/03/2022,31/03/2022,"SingleTenderActionNonOJEU ",,11:00
HMLR700604,Contract,"HM Land Registry",Awarded,2022-04-06T09:22:26+01:00,"Microsoft Azure Cloud Compute Services - RM1557.12 Lot 1 (Cloud Hosting)","Microsoft Azure Cloud Compute Services - RM1557.12 Lot 1 (Cloud Hosting)",,,"England,Wales","48000000 ","Mariclare Richards",Mariclare.Richards@landregistry.gov.uk,"HM Land Registry","PO Box 292",PLYMOUTH,"PL5 9BY",England,,,,,,31/03/2022,31/03/2024,14/03/2022,NO,,No,No,No,Services,3000000,13000000,21/03/2022,9330000,"[SPECIALIST COMPUTER CENTRES PLC|James House,Warwick Road, Sparkhill
BIRMINGHAM
West Midlands
B11 2LE
GB|COMPANIES_HOUSE|01428210|No|No]",,31/03/2022,31/03/2024,"CallOffFromFrameworkAgreement ",,17:00
BLACK001-DN588296-17897787,Contract,"Blackpool Council",Awarded,2023-08-03T15:05:42+01:00,"Provision of an e-Ticketing Solution to Blackpool Entertainments Company Ltd","This tender is being run as a Competitive Dialogue with Negotiation.\r
\r
The future solution must include delivery, installation, training and support. The software system must have multi-venue and multi-event type capabilities, customer relationship management and a flexible but comprehensive marketing functionality.\r
\r
The Company wish to explore a white label ticketing solution and potentially enter into an agreement with a supplier who can offer software to allow the Company to effectively manage and run their own ticketing system.\r
\r
The Company would consider an amalgamation of both of the above if available.\r
\r
It is anticipated that the contract will run from 1/4/2022 - 31/3/2025 - with the option to extend for a further 1 plus 1 year.\r
\r
The Company reserves the right not to enter into the negation stage if they can select a winning Organisation at Stage 2.",,,England,"22459000 ","Helen Thompson",helen.thompson@blackpool.gov.uk,"PO Box 4",,Blackpool,"FY1 1NA","United Kingdom","'+44 1253478760",http://www.blackpool.gov.uk/,,"https://procontract.due-north.com/Advert?advertId=0e56e96b-c763-ec11-8110-005056b64545 ",,01/04/2022,31/03/2025,24/01/2022,NO,,Yes,Yes,No,Services,0,,22/03/2022,0,"[Eventim UK|WC2H 0HF|NONE||No|No]",,18/05/2022,17/03/2025,"Negotiated ",,12:00
CF-0009400D4L000000DloEUAS,Contract,"British Tourism Authority",Awarded,2023-07-28T18:01:56+01:00,"C0575 Data Catalogue","The scope of this product includes the install, setup, optimisation, project support allowance (to be used as BTA see fit in agreement with the vendor on a case by case basis) and maintenance of the data catalogue over a four-year period.

Contract awarded under a Direct Award via NHS Shared Business Services Framework Agreement - Digital Workplace Solutions SBS / 19 / AB / WAB / 9411.",,"SW1W 0BD","Any region","48460000 ","Procurement Team",procurement@visitbritain.org,"3 Grosvenor Gardens",,London,"SW1W 0BD",UK,,,,,,23/03/2022,22/03/2026,22/03/2022,NO,,Yes,Yes,No,Services,500000,500000,22/03/2022,500000,"[CDW UK LTD|3rd Floor One New Change, London, EC4M 9AF|NONE||No|No]",,23/03/2022,22/03/2026,"CallOffFromFrameworkAgreement ",,12:00
CF-0975300D0O000000rwimUAA,Contract,"NHS England",Awarded,2023-07-27T13:54:05+01:00,"Perinatal Pelvic Health Assessment Tool","NHS England and Improvement are looking to commission the development and clinical validation of a perinatal pelvic health self-assessment tool to support the rollout of Perinatal Pelvic Health Services",,"LS2 7UE",England,"85121200 ","Liz Salter",liz.salter1@nhs.net,"Quarry House",,Leed,"LS2 7UE",England,"'+44 7783816062",,"REDACTED Perinatal Pelvic Health Tool Contract.pdf ",,,01/04/2022,31/03/2024,04/12/2021,NO,,No,No,No,Services,339969,339968,18/03/2022,339968,"[Bristol Urological Institute|Learning and Research Building, Southmead Hospital BS10 5NB|NONE||No|No]",,01/04/2022,31/03/2024,"OpenOJEU ",,12:00
20230725114511-104106,Contract,"North Lincolnshire Council",Awarded,2023-07-25T11:45:17+01:00,"Definitive map of roadworks and traffic disruptions","Software to co-ordinate road works and traffic management across North Lincolnshire.",,,"Yorkshire and The Humber","48000000 ","Jessica Hughes",jessica.hughes@northlincs.gov.uk,"Church Square House, 30-40 High Street",,Scunthorpe,"DN15 6NL",ENG,,www.northlincs.gov.uk,,,,26/07/2023,31/03/2026,25/07/2023,NO,,No,No,No,Products,0,123235.32,21/03/2022,123235.32,"[Roadworks Information Ltd (One.Network)|20 Farringdon Street
Hubhub Office
London
EC4A 4EN|NONE||No|No]",,01/04/2022,31/03/2026,"DirectAward ",,11:39
CF-0867100D0O000000rwimUAA,Contract,"NHS Digital",Awarded,2023-07-13T11:26:23+01:00,"QOF Website and Validation","Hosting of QOF website and validation exercise; hosting of Clinical Indicators Previewer website and quarterly data publications.",,"LS1 4AP","Any region","72415000 ","NHS Digital",nhsdcommercial@nhs.net,"7-8 Wellington Place",,Leeds,"LS1 4AP",UK,,,"C72262 (07.06.2022) REDACTED.pdf ",,,01/04/2022,31/03/2023,15/03/2022,NO,,Yes,No,No,Products,70560,,18/03/2022,70560,"[Parallel Data Intelligence Ltd|Geneva Court
Geneva Way
Leads Road
Hull HU7 0DG|NONE||No|No]",,01/04/2022,31/03/2023,"CallOffFromFrameworkAgreement ",,12:00
RM1557/PS097,Contract,"MINISTRY OF DEFENCE",Awarded,2023-06-29T09:53:48+01:00,"RM1557/PS097 Data literacy, Data culture and Data Upskilling","Delivery of Data literacy, Data culture and  Data Up-skilling",,sn139gb,,"72000000 ","UKStratCom DD-CM-CCT-Group (MULTIUSER)",UKStratComDD-CM-CCT-Group@mod.gov.uk,"Westwells Road",,Corsham,"SN13 9GB","United Kingdom",,,"20220523-PS097 Jointly signed contract, Data literacy Data culture and Data Up-skilling Civica  REDACTED.pdf ",,,01/04/2022,31/03/2023,23/03/2022,NO,,No,No,No,Services,367920,,23/03/2022,367920,"[CIVICA UK LIMITED|Southbank Central,30 Stamford Street
LONDON
SE1 9LQ
GB|COMPANIES_HOUSE|01628868|No|No]",,01/04/2022,31/03/2023,"CallOffFromFrameworkAgreement ",,23:00
CF-1686300D0O000000rwimUAA,Contract,HEE,Awarded,2023-06-28T10:13:35+01:00,"Communications Course for Dental Foundations Students","Communication training for dental foundation students.",,,"United Kingdom","80000000 ","Commercial Team",workforcecommercialteam@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"DN550573 Contract Terms Conditions - Education Training Services - Final - redacted.pdf ",,"London & South East

Communication training for dental foundation students.",28/03/2022,27/02/2025,27/03/2022,NO,,No,No,No,NotApplicable,36000,36000,21/03/2022,36000,"[Cascade Theatre Company|Harvey Rd, Newham TR4 9YF|NONE||Yes|No]",,28/03/2022,27/02/2025,"Other ",,12:00
P0848,Contract,"Birmingham City Council",Awarded,2023-06-08T23:37:00+01:00,"Holford Drive Community Sports Hub Multi-Use Games Area - ESPO Lot 10.2","The award for the construction of Holford Drive Community Sports Hub Multi-Use Games Area (MUGA) following a further competition exercise using the Eastern Shires Purchasing Organisation
(ESPO)'s Outdoor Playground, Fitness and Sports Facilities Framework
Agreement.",,,"West Midlands","45000000 ","Corporate Procurement Services",cps@birmingham.gov.uk,"10 Woodcock Street",,Birmingham,"B4 7WB","United Kingdom",,,,,,15/08/2022,23/03/2023,19/01/2022,NO,,Yes,No,No,Services,323795,,21/03/2022,323795,"[BLAKEDOWN SPORT & PLAY LIMITED|Unit 3 Apollo Office Park,Ironstone Lane
BANBURY
Oxfordshire
OX15 6AY
GB|COMPANIES_HOUSE|04413186|Yes|Yes]",,15/08/2022,23/03/2023,"CallOffFromFrameworkAgreement ",,12:00
