"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
NOTTCITY001-DN687660-91854265,Contract,"Nottingham City Council",Awarded,2024-01-16T11:29:40Z,"CPU 6745 Supply of Traffic Management  at BBC Island","CPU 6745 Supply of Traffic Management  at BBC Island is a call off NCC - Highways Temporary Traffic Management Framework (CPU 4619)",,,England,"45000000 50000000 51000000 44110000 ","Cal Warren",Cal.Warren@nottinghamcity.gov.uk,"Loxley House","Station Street",Nottingham,"NG2 3NG","United Kingdom",,http://www.nottinghamcity.gov.uk,,,,31/08/2023,31/03/2027,28/03/2022,NO,,Yes,Yes,No,Works,49990,,21/04/2022,49990,"[Vocon Ltd|Gin Close way
Awsworth
Nottingham
Nottinghamshire
NG16 2TA|NONE||No|No]",,06/11/2023,29/03/2024,"Open ",,12:00
tender_282783/1066969,Contract,"Department for Education",Awarded,2022-04-28T11:52:48+01:00,"con_13231 - SEND Strategic Reform Partner (2022/25)","This is an award notice of the contract for Strategic Reform Partner (2022/25). The supplier will be responsible, as the Department for Education&apos;s Strategic Partner,  to support reforms in SEND Systems by providing opportunities for the DfE to participate in a range of meaningful stakeholder engagements, communications, and feedback across the SEND sector.",,,"Any region","80000000 80340000 ",,SENDBAEA.Commercial@education.gov.uk,"125 Norfolk Street",,Sheffield,"S1 2FJ",England,,,"SRP Mid Tier Contract Redacted.pdf ",,,01/04/2022,31/03/2025,27/09/2021,NO,,Yes,No,No,Services,993288,,20/04/2022,993288,"[National Children&apos;s Bureau, Council for Disabled Childr|National Children's Bureau, 23 Mentmore Terrace, Hackney, London, E8 3PN|NONE_OTHER||No|No]",,01/04/2022,31/03/2025,"OpenOJEU ",,12:00
tender_294049/1068713,Contract,"Department for Education",Awarded,2022-05-06T14:30:44+01:00,"Teacher Services - User Centred Design Services CON_13939","Award notice for Contract to fulfil user centred design requirements across a range of programme areas in Teacher Services Division.",,,"Any region","72000000 ",,adam.sowman@education.gov.uk,"Sanctuary  House, Great Smith Street",,London,"SW1P 3BT",England,,,"Con_13939 Engine_DOS5_Call_Off_CONTRACT_Order-Form REDACTED.pdf ",,,28/04/2022,27/04/2024,21/03/2022,NO,,Yes,No,No,Services,5000000,,21/04/2022,5000000,"[Engine Partners UK LLP|60 Great Portland Street, London, W1W7RT|NONE_OTHER||No|No]",,28/04/2022,27/04/2024,"CallOffFromFrameworkAgreement ",,11:00
033575,Contract,"Brighton & Hove City Council",Awarded,2023-11-20T08:30:53Z,"Repairs & Maintenance Contractor Framework Lot A: Empty Property (Voids)","The Contractor will be expected to carry out the following works in this Lot. This list is not exhaustive, but an indication of the most common Works Orders expected in this Lot Contractors must ensure they have the capability to complete all of these Works and associated Works for this Lot:
• Brickwork and pointing
• Carpentry and joinery work
• Cleaning Voids
• Clearance and disposal of all items left by previous residents
• External Works
• Floor fitting
• Painting & decorating
• Plastering
• Plumbing
• Repair to walls, floors and ceilings to make good any damage
• Roofing Work
2.2 The typical buildings where scaffolding will be required include but are not limited to:
• 2 storey terraced and semi-detached houses,
• single storey bungalows
• Low, medium, and high-rise flats and maisonettes.",,"BN1 1JE",,"45000000 ","Procurement Team",procurement@brighton-hove.gov.uk,"Hove Town Hall,Norton Road",,HOVE,BN32LS,England,"01273 291949",,,,,31/05/2022,30/05/2026,31/01/2022,NO,,No,No,No,Works,6300000,,19/04/2022,6300000,"[BELL DECORATING GROUP LIMITED|Rochsolloch Road
CA2 7AF
GB|COMPANIES_HOUSE|0|No|No][OAKVILLE CONTRACTORS LTD|Pavilion View,19 New Road
BRIGHTON
East Sussex
BN1 1UF
GB|COMPANIES_HOUSE|06088717|No|No]",,31/05/2022,30/05/2026,"OpenOJEU ",,11:00
CF-2012000D0O000000rwimUAA,Contract,"Guy's and St Thomas' NHS Foundation Trust",Awarded,2023-11-15T12:13:44Z,"Board & Leadership Collaboration System","Board & Leadership Collaboration System",,"SE1 9RT",London,"48311000 ","Bill Martin",bill.martin@gstt.nhs.uk,"200 Great Dover Street",,London,"SE1 9RT",GB,,,,,,01/04/2022,31/03/2024,01/03/2022,NO,,No,No,No,Services,50000,50000,22/04/2022,50000,"[Diligent Boardbooks Limited|1 Strand
Grand Buildings WC2N 5HR|NONE||Yes|No]",,01/04/2022,31/03/2024,"SingleTenderActionNonOJEU ",,12:00
REDBR001-DN606508-75401459,Contract,"London Borough of Redbridge",Awarded,2023-10-26T10:00:00+01:00,"Enterprise Architecture Review 2022","Develop Part of Council strategy.",,,England,"72000000 ","Tarek Elalfi",Tarek.Elalfi@redbridge.gov.uk,"7th Floor, Lynton House","255-259 High Road",Ilford,"IG1 1NN",England,,http://www.redbridge.gov.uk/,,,,28/04/2022,22/07/2022,19/04/2022,NO,,Yes,No,No,Services,50000,50000,20/04/2022,50000,"[Socitm Advisory Ltd.|8A BASSET COURT GRANGE PARK
NORTHAMPTOM
 	
NN4 5EZ|NONE||No|No]",,21/04/2022,21/07/2022,"CompetitiveDialog ",,11:59
tender_284183/1066709,Contract,"Department for Work and Pensions",Awarded,2022-04-27T13:57:40+01:00,"Standard office Furniture 2022","Standard office Furniture",,,"Any region","39100000 ","Sheryl Browne",Sheryl.browne@dwp.gov.uk,"Hartshead Square",,Sheffield,"S1 2FD",England,,,"Call-Off Schedule 1 - Transparency Reports updated.pdf Call-Off Schedule 11 - Installation Works.pdf Call-Off Schedule 13 - Implementation Plan and Testing.pdf Call-Off Schedule 14 - Service Levels.docx Call-Off Schedule 15 - Call Off Contract Management.pdf Call-Off Schedule 16 - Benchmarking.pdf Call-Off Schedule 2 - Staff Transfer.pdf Call-Off Schedule 3 - Continuous Improvement.pdf Call-Off Schedule 4 - Call-Off Tender.docx Call-Off Schedule 5  - Pricing Details.docx Call-Off Schedule 7 - Key Supplier Staff.docx Call-Off Schedule 8.pdf Call-Off Schedule 9 - Security.pdf Joint Schedule 1 - Definitions.pdf Joint Schedule 10 - Rectification Plan.docx.pdf Joint Schedule 11 - Processing Data.docx Joint Schedule 12 - Supply Chain Visibility.docx Joint Schedule 2 - Variation Form.docx.pdf Joint Schedule 3 - Insurance Requirements.docx.pdf Joint Schedule 4 - Commercially Sensitive Information.docx Joint Schedule 5 - Corporate Social Responsibility.docx.pdf Joint Schedule 6 - Key Subcontractors.docx.pdf Joint Schedule 7  - Financial Difficulties.docx Joint Schedule 8 - Guarantee.pdf Email files and Jaggaer.pdf User Guidance Note.pdf Contract Management Framework - Key Best Practice Activities.docx Confirmation of Approval - CAD.docx ",,,14/04/2022,30/04/2024,19/11/2021,NO,,Yes,No,No,Products,18000000,,14/04/2022,18000000,"[Southerns Broadstock|UK|NONE_OTHER||Yes|No]",,01/05/2022,30/04/2024,"CallOffFromFrameworkAgreement ",,18:00
NOTTCITY001-DN693884-77461736,Contract,"Nottingham City Council",Awarded,2023-10-10T17:16:42+01:00,"CPU 4768 Heavy Goods Vehicle LOLERs and repairs to on-board lift equipment","to on-board lift equipment",,,England,"50114000 ","Julie Thorpe",julie.thorpe@nottinghamcity.gov.uk,"Loxley House","Station Street",Nottingham,"NG2 3NG",England,"'+44 1159155555",http://www.nottinghamcity.gov.uk,,,,05/05/2022,04/05/2024,05/04/2022,NO,,Yes,No,No,Services,147000,147000,21/04/2022,147000,"[Truck Loaders Limited|Penrith House Clover Nook Road
Clover Nook Industrial Estate
Alfreton
Derbyshire
DE55 4RF|NONE||Yes|No]",,05/05/2022,04/05/2024,"Other ",,23:59
NOTTCITY001-DN693860-64897060,Contract,"Nottingham City Council",Awarded,2023-10-10T15:59:42+01:00,"CPU 5291 EV 2.6T gvw Panel Van","Purchase of an new EV 2.6T gvw Panel Van for the Security and Logistics Team  - 
Event and Premises Patrol Support Van - Framework mini-competition",,,England,"34100000 ","Julie Thorpe",julie.thorpe@nottinghamcity.gov.uk,"Loxley House","Station Street",Nottingham,"NG2 3NG",England,"'+44 1159155555",http://www.nottinghamcity.gov.uk,,,,29/04/2022,20/05/2022,29/03/2022,NO,,Yes,No,No,Products,33000,33000,15/04/2022,33000,"[Saicmaxus UKLDV UK|Naas Road
Dublin
D12 VO65|NONE||Yes|No]",,29/04/2022,20/05/2022,"Other ",,23:59
NOTTCITY001-DN693844-66637108,Contract,"Nottingham City Council",Awarded,2023-10-10T15:41:27+01:00,"CPU 5200 Ride on Scrubber Dryer machine","Ride on Scrubber Dryer machine to replace the failed Ride on Scrubber Dryer machine for cleaning the Workshop Floor with a new machine to enable the resin floor to be kept clean and dry.",,,England,"39713410 ","Julie Thorpe",julie.thorpe@nottinghamcity.gov.uk,"Loxley House","Station Street",Nottingham,"NG2 3NG",England,"'+44 1159155555",http://www.nottinghamcity.gov.uk,,,,29/04/2022,20/05/2022,29/03/2022,NO,,No,No,No,Products,15200,15200,15/04/2022,15200,"[EUROMEC CONTRACTS LIMITED|Unit A1 Welland Industrial Estate
Valley Way
Market Harborough
Leicestershire
LE16 7PS|NONE||No|No]",,29/04/2022,20/05/2022,"Other ",,23:59
NOTTCITY001-DN693689-05133894,Contract,"Nottingham City Council",Awarded,2023-10-10T09:49:32+01:00,"CPU 5447 Deputy section 151 Officer","Deputy section 151 Officer",,,England,"79600000 79400000 ","Julie Thorpe",julie.thorpe@nottinghamcity.gov.uk,"Loxley House","Station Street",Nottingham,"NG2 3NG",England,"'+44 1159155555",http://www.nottinghamcity.gov.uk,,,,02/05/2022,31/03/2023,02/04/2022,NO,,No,No,No,Services,346500,346500,18/04/2022,346500,"[Green Park Global Limited|Partnership House
Carlisle Place
London
SW1P 1BX|NONE||No|No]",,02/05/2022,31/03/2023,"Other ",,23:59
CCTS22A03.,Contract,"Crown Commercial Service",Awarded,2022-05-20T12:11:21+01:00,"Provision of Internal Media Buying & Channel Planning Procurement - MarComms","This Procurement will establish a single Supplier Contract for the
purchase of Channel planning and media buying agency for CCS
marketing campaign delivery 2022/23 and 2023/24. The supplier will deliver a range of channel planning and media buying strategies that will achieve its marketing objectives using both existing owned and earned channels and paid-for activity.",,,"United Kingdom,Isle of Man,Channel Islands,British Oversea Territories,Europe,Rest of the World","79340000 ","Crown Commercial Service on behalf of Crown Commercial Service : Cabinet Office",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"REDACTED CCTS22A03 Letter-of-Appointment - 25.04.22 (2).docx CCTS22A03-1 - Contract Change Notice REDACTED Approved.docx ",,,25/04/2022,24/04/2025,22/04/2022,NO,,Yes,No,No,Services,3000000,,22/04/2022,3000000,"[REPUBLIC OF MEDIA LIMITED|26 Cross Street M2 7AQ Manchester England|NONE||Yes|No]",,25/04/2022,24/04/2025,"OpenOJEU ",,12:00
"UKSBS UKRI CS22234 Senior Project Manager",Contract,"UK SHARED BUSINESS SERVICES LIMITED",Awarded,2023-02-09T17:15:27Z,"CS22234 Senior Project Manager","***This is an award notice, not a call for competition***

Requirement was sourced via Crown Commercial Services Framework RM6160 Non Clinical Temporary and Fixed Term staff to provide UK Research and Innovation the temporary provision of a Senior Project Manager.",,,"United Kingdom","79620000 ",,CoreServices@uksbs.co.uk,"Polaris House,North Star Avenue",,SWINDON,SN21FF,England,,www.uksbs.co.uk,"LA International - CS22234-002 - Variation.pdf CS22234-003 - Contract (Redacted).pdf ",,,19/04/2022,31/03/2024,18/04/2022,NO,,Yes,No,No,Services,245184.05,,18/04/2022,245184.05,"[L.A. INTERNATIONAL COMPUTER CONSULTANTS LIMITED|International House
Festival Way
Stoke-On-Trent
England
ST1 5UB|COMPANIES_HOUSE|01633646|Yes|No]",,19/04/2022,30/09/2023,"CallOffFromFrameworkAgreement ",,12:00
"IT-368-9661-IBC/9661 - AWARD",Contract,"Ipswich Borough Council",Awarded,2023-09-21T12:54:26+01:00,"Building Surveying Service - AWARD","Ipswich Borough Council is seeking to appoint a suitably qualified and experienced consultant to work with the council to provide building surveying and design support.",,"IP1 2DE",,"71315400 71315300 ","Obehi Oyewole",obehi.oyewole@ipswich.gov.uk,"15-17 Russell Road",Ipswich,Suffolk,"IP1 2DE","United Kingdom","'+44 1473433754",https://www.ipswich.gov.uk/services/procurement-and-tendering,,,,01/05/2022,30/04/2025,10/03/2022,NO,,Yes,No,No,Services,0,97500,13/04/2022,95450,"[Richard Vest Architectural Design Ltd|25 Hartree Way, Kesgrave, IPSWICH, Suffolk, United Kingdom, IP5 2DY|NONE||No|No]",,01/05/2022,30/04/2025,"Open ",,11:00
"EH GCloud",Contract,"English Heritage Trust",Awarded,2022-05-09T11:40:06+01:00,"CRM Test Analysts","CRM Test analysts",,"SN2 2EH",,"72000000 ","Vicki Murphy",vicki.murphy@english-heritage.org.uk,"Fire Fly Avenue",,Swindon,"SN2 2EH","United Kingdom",07342086108,,,,,22/04/2022,31/03/2024,08/03/2022,NO,,Yes,No,No,Services,69365,112980,21/04/2022,69365,"[TEN10 SOLUTIONS LIMITED|26 Southwark Street
LONDON
SE1 1TU
GB|COMPANIES_HOUSE|06326413|Yes|No]",,22/04/2022,31/03/2024,"CallOffFromFrameworkAgreement ",,17:00
CF-1868700D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED.",Awarded,2023-09-15T10:37:52+01:00,"Kearsley Medical Centre - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",GB,,,"Please_DocuSign_NHS_Education_Contract_-_Kea - Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,13/04/2022,10000,"[Kearsley Medical Centre|Kearsley Medical Centre, Jackson Street BL4 8EP|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1867600D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-14T16:05:00+01:00,"North Preston Medical Practice","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"North Preston Medical Practice - Completed Contract Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,13/04/2022,10000,"[North Preston Medical Practice|2 Broadway, Fulwood, Preston PR2 9TH|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1865100D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-14T09:10:54+01:00,"Merseyside Sports Partnership - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Merseyside Sports Partnership - Completed Contract Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,13/04/2022,10000,"[Merseyside Sports Partnership|MSP, Business First, Building B, 23 Goodlass Road, Speke, Liverpool L24 9HJ|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1864600D0O000000rwimUAA,Contract,"10,000",Awarded,2023-09-13T16:47:36+01:00,"Mpower People CIC - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Mpower People CIC - Completed Contract Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,13/04/2022,10000,"[Mpower People CIC|Gateway Conference Centre, 1st Floor, 75 London Road, Liverpool L3 8HY|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
CF-1862500D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-13T13:15:46+01:00,"Merseyside Society for Deaf People - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Merseyside Society for Deaf People Completed Contract Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,Yes,No,No,Services,10000,10000,13/04/2022,10000,"[Merseyside Society for Deaf People|Queen's Drive Retail Park, Queen's Drive, Liverpool L13 0DJ|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
