"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
CF-0848300D0O000000rwimUAA,Contract,"NHS Digital",Awarded,2023-11-21T14:54:16Z,"Next-Gen Smartcards","Procurement of replacement Smartcard supply and distribution services.",,"LS1 4AP",England,"30162000 ","NHS Digital Commercial",nhsdcommercial@nhs.net,"7-8 Wellington Place",,Leeds,"LS1 4AP",GB,,,,,"Notice Modified on 21st Nov 2023: Contract Variation for additional Smartcards resulting in an increase in contract value; justified under Procurement Regulations.",23/01/2022,22/01/2025,20/07/2021,NO,,Yes,No,No,Products,1693950,2568224,25/02/2022,2568224,"[Computacenter Uk Ltd|Hatfield Avenue, Hatfield Business Park, Hatfield AL10 9TW|NONE||No|No]",,23/01/2022,22/01/2025,"CallOffFromFrameworkAgreement ",,17:00
"ESCC - 013778",Contract,"East Sussex County Council",Awarded,2022-03-21T10:05:56Z,"Provision of Medical Cover at Milton Grange Home and Day Centre","Contract for the Provision of Medical Cover at Milton Grange Home and Day Centre in East Sussex.

The opportunity was published and open to any interested party via the SE Shared Services Portal.

The Contract allows for a 12 month extension option until March 2025, which has now been agreed.",,,"South East","85100000 ","Chloe Sharpe",chloe.sharpe@eastsussex.gov.uk,"County Hall,St. Annes Crescent",,LEWES,BN71UE,England,'+447701394756,https://in-tendhost.co.uk/sesharedservices/aspx/Home,,,"The total Contract value is £360,000 including the 12 month extension from 24/03/2024 to 23/03/2025.",24/03/2022,23/03/2025,31/01/2022,NO,,Yes,No,No,Services,360000,,28/02/2022,360000,"[Park Practice|Park Practice Health Centre, Broadwater Way
BN22 9PQ
GB|NONE_OTHER||No|No]",,24/03/2022,23/03/2025,"OpenOJEU ",,12:00
DH21059,Contract,"DERBY HOMES LIMITED",Awarded,2023-10-30T16:46:41Z,"DH21059 - Supply of Scaffolding Erection and Dismantling","Mini Competition under EEM Framework for supply, erection and dismantling of scaffolding.",,,"East Midlands","44212310 ",,DH-Procurement@derby.gov.uk,"839 London Road",Alvaston,Derby,"DE24 8UZ","United Kingdom",'+441332888777,,,,,01/03/2022,30/06/2024,24/02/2022,NO,,Yes,Yes,No,Products,550000,,25/02/2022,550000,"[R.A.U.K. SCAFFOLDING LIMITED|1b Main Street, Woodborough, Nottingham, England, NG14 6EA|COMPANIES_HOUSE|04611232|No|No]",,01/03/2022,30/06/2024,"CallOffFromFrameworkAgreement ",,00:00
CF-1926500D0O000000rwimUAA,Contract,"Department of Health and Social Care (DHSC)",Awarded,2023-10-27T15:11:13+01:00,"DHSC-NHSX-AI Award: Technology Specific Evaluation - Southbank University","This report is independent research funded by the NHSX, AI in Health and Care Award, Southbank University Technology Specific Evaluation Team.",,"SW1H 0EU","Any region","73430000 ","Ryan Phur",Ryan.Phur@dhsc.gov.uk,"39 Victoria Street",,London,"SW1H 0EU",GB,,,"Document_Signature_request (002) (002)_Redacted.pdf ",,,06/12/2021,31/03/2024,26/05/2021,NO,,Yes,No,No,Works,616039.01,616039.01,24/02/2022,616039.01,"[South Bank University Enterprises Ltd|103 Borough Road 
London SE1 0AA|NONE||No|No]",,06/12/2021,31/03/2024,"SingleTenderActionNonOJEU ",,12:00
LBKING001-DN596595-46383703,Contract,"The Royal Borough of Kingston upon Thames",Awarded,2023-10-26T21:03:37+01:00,"Supported Living with Accommodation- Sub-Lot 3e","The Royal Borough of Kingston upon Thames is looking for Supported Living services, support and accommodation for 6 service users to be in place by 1st of April 2022.\r
\r
The call-off contract term will reflect the framework terms and end on 30/06/26, noting that there are also two 12 months extensions available, which may be invoked at the sole discretion of the Council (making the maximum possible end date as 30th June 2028.)",,,England,"85000000 ","Ankur Patel",ankur.patel@kingston.gov.uk,"Guildhall 2",,"Kingston upon Thames","KT1 1EU","United Kingdom","'+44 2085476109",http://www.kingston.gov.uk,,,,01/03/2022,30/06/2026,18/02/2022,NO,,Yes,Yes,No,Services,2100000,2100000,28/02/2022,2100000,"[Comfort Care Services Ltd|SL1 6DQ|NONE||No|No]",,01/03/2022,30/06/2026,"Open ",,12:00
CF-0860800D0O000000rwimUAA,Contract,"NHS Digital",Awarded,2023-10-17T13:24:58+01:00,"Adobe Analytics Subscription","Adobe Analytics Subscription",,"LS1 6AE","United Kingdom","48517000 ","NHSD Contract Management",nhsdcontractmanagement@nhs.net,"7-8 Wellington Street",,Leeds,"LS1 6AE",GB,01138250000,,"Adobe Order Form_NHSD Final v1 Signed contract - redacted.pdf ",,,04/03/2022,03/04/2023,25/02/2022,NO,,No,No,No,Services,871992,3487992,25/02/2022,3487992,"[Insight Direct|Technology Building, Insight Campus, Terry Street, Sheffield S9 2BU|NONE||No|No]",,04/03/2022,03/04/2023,"CallOffFromFrameworkAgreement ",,12:00
tender_216823/1057039,Contract,"Ministry of Justice",Awarded,2022-03-30T15:40:23+01:00,"Body Worn Video Cameras to HMPPS","The provision of Body Worn Video Cameras for the HMPPS estate. The requirement
includes the Software, Hosting and Support to roll out the products and service across the UK prison network.",,,"Any region","32323500 ",,tom.burns1@justice.gov.uk,"5 Wellington Place",,Leeds,"LS1 4AP",England,,,"BWVC Contract Part 1 Redacted.pdf BWVC Contract Part 2 Redacted.pdf BWVC Contract Part 3 Redacted.pdf ",,,21/03/2022,20/03/2026,17/01/2022,YES,tender_216823/1005727,No,No,No,Products,5800000,,28/02/2022,5800000,"[Motorola Solutions UK Ltd|Nova South, London, Berkshire. SW1E 5LB.|COMPANIES_HOUSE|912182|No|No]",,21/03/2022,20/03/2026,"RestrictedOJEU ",,12:00
CF-1860300D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-13T11:56:33+01:00,"Luv Preston","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Luv Preston Completed Contract Redacted.pdf ",,,01/04/2021,01/04/2024,31/03/2021,NO,,Yes,No,No,Services,10000,10000,24/02/2022,10000,"[Luv Preston|Suite 212, City House, 131 Friargate, Preston PR1 2EF|NONE||No|No]",,01/04/2021,01/04/2024,"Other ",,12:00
CF-1844300D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-07T15:28:28+01:00,"Manchester Mind - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Manchester Mind Completed Contract Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,25/02/2022,10000,"[Manchester Mind|Zion Community Resource Centre, Hulme, Manchester M154ZY|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
"IT-25-2732-CJ-01-22-ARC-RTP-BENCHNMR-DL - AWARD",Contract,"The University of Warwick",Awarded,2022-03-18T16:06:41Z,"Benchtop NMR - AWARD","The University of Warwick Research Technology Platform department has a requirement for a Benchtop NMR.
      
      In order to express interest in this opportunity please go to the University of Warwick In-Tend supplier portal (https://in-tendhost.co.uk/universityofwarwick).
      
      The University of Warwick is not a contracting authority for the purposes of the Public Contracts Regulations 2015 (as amended) and its procurement activities are not subject to the Public Contracts Regulations 2015 or the obligations under the European Public Procurement Directives, including the European Remedies Directive. Advertisement of any contract in the Official Journal of the European Union or Contracts Finder is at the sole discretion of the University and is undertaken on a voluntary basis with no implied obligation to comply with the procurement legislation.",,"CV4 7AL","Any region","38000000 ","Ann-Marie  Cooper",a-m.o.cooper@warwick.ac.uk,"Main campus",Coventry,"West Midlands","CV4 7AL","United Kingdom","'+44 2476150911",,,,,01/03/2022,01/03/2023,21/02/2022,NO,,Yes,No,No,Products,75000,82000,28/02/2022,100000,"[Magritek UK|Laurel House, 173 Chorley New Road, Bolton, Lancashire, United Kingdom, BL14QZ|NONE||No|No]",,01/03/2022,01/03/2023,"Open ",,12:00
CF-1754300D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-07-27T12:57:01+01:00,"NHS Education Contract","Future workforce funds (including, but not limited to, placement tariff, salary support and where appropriate unless commissioned separately tuition funds); and

Workforce development funds (including, but not limited to Workforce Transformation",,,"United Kingdom","80000000 ","Commercial Team",workforcecommercialteam@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"(Redacted) Liverpool Please_DocuSign_HEE_Education_and_Training_C (1).pdf ",,,28/02/2022,30/04/2024,27/02/2022,NO,,No,No,No,Services,864841,864841,28/02/2022,864841,"[LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST|Aintree House University Hospital Aintree, Lower Lane L9 7AL|NONE||No|No]",,28/02/2022,30/04/2024,"Other ",,12:00
CF-1746300D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-07-25T13:15:29+01:00,"YMCA Together - NHS Education Contract","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",workforcecommercialteam@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Redacted YMCA Together Completed Contract.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,150000,150000,24/02/2022,150000,"[YMCA Together|15 Leeds Street L3 6HU|NONE||Yes|No]",,01/04/2021,31/03/2024,"Other ",,12:00
tender_310303/1110541,Contract,"Department for Work and Pensions",Awarded,2022-09-30T16:24:22+01:00,"Oracle Technical Support Contract","Oracle Technical Support renewal for the period 26/02/22 - 05/04/24 (initial term) with an extension provision for a further two (2) additional twelve (12) month renewal periods, as shown in the redacted contract (Schedule 20). Contract value stated in this notice includes the initial term plus the optional extension provision(s).",,,"Any region","72000000 ",,manchestercorporatehub.softwarecommercialteam@dwp.gov.uk,"2 St Peters Square",,Manchester,"M2 3AA",England,,,"BOS Oracle Support Contract 20742907 MoU Final Oracle and DWP Signed-Redacted.pdf ",,"Oracle Technical Support renewal for the period 26/02/22 - 05/04/24 (initial term) with an extension provision for a further two (2) additional twelve (12) month renewal periods, as shown in the redacted contract (Schedule 20). Contract value stated in this notice includes the initial term plus the optional extension provision(s).",26/02/2022,05/04/2024,25/02/2022,NO,,Yes,No,No,Services,445918.62,,25/02/2022,445918.62,"[Oracle Corporation UK Ltd|Oracle Parkway, Thames Valley Park, Reading, Berkshire, RG6 1RA|COMPANIES_HOUSE|01782505|No|No]",,26/02/2022,05/04/2024,"CallOffFromFrameworkAgreement ",,00:00
"SITAWARE LICENSE SUPPORT AND TRAINING [21-22]",Contract,"MINISTRY OF DEFENCE",Awarded,2022-03-07T11:43:20Z,"DDSFTW/045 702973450 - Provision of SITAWARE LICENSE SUPPORT AND TRAINING [21-22] for Situational Awareness Systems","The Authority has a requirement for a Situational Awareness tool to support Exercises and Operations. The chosen tool is SITAWARE. In order to deliver a true capability, the MOD requires a number of add-ons to the existing SITAWARE licenses as well as a limited number of training courses. The deliver of these add-ons and training will provide the continued successful delivery to the MOD and the capability. The Contract is for the re-seller wrapped provision of these licenses and training.",,,"South West","72000000 ","James Bibby",james.bibby105@mod.gov.uk,"MOD Corsham, B2, Building 405",,Corsham,"SN13 9NR",England,,,,,,02/03/2022,31/03/2022,25/02/2022,NO,,Yes,No,No,Services,114031.33,,28/02/2022,114031.33,"[BOXXE LIMITED|Artemis House,Eboracum Way Heworth Green
YORK
North Yorkshire
YO31 7RE
GB|COMPANIES_HOUSE|02109168|Yes|No]",,02/03/2022,31/03/2022,"CallOffFromFrameworkAgreement ",,17:00
CF-1675700D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-06-23T14:14:55+01:00,"NHS Education Contract - Alliance Psychological Services","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",workforcecommercialteam@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"NHS Education Contract -21-24 - Alliance Psychological Services Redacted.pdf ",,,27/02/2022,31/03/2024,01/02/2022,NO,,No,No,No,Services,503518.98,503518.98,27/02/2022,503518.98,"[Alliance Psychological Services Limited|24 Yarm Road TS18 3NA|NONE||No|No]",,27/02/2022,31/03/2024,"Other ",,12:00
CF-0900500D0O000000rwimUAA,Contract,"Nottingham University Hospital",Awarded,2023-06-21T13:58:11+01:00,"NPM Applied Medical Trocars","Supplies, Services and Design",,"NG5 1PB","East Midlands","33140000 ","Jacob Collishaw",jacob.collishaw2@nuh.nhs.uk,"City Hospital, Hucknall Road, Nottingham,",,Nottingham,"NG5 1PB",England,,,,,,01/03/2022,28/02/2026,28/02/2022,NO,,No,No,No,Products,625764,625764,28/02/2022,625764,"[DUPLICATE - APPLIED MEDICAL UK LTD|88 WOOD STREET	
10TH-15TH FLOOR	
LONDON		
UNITED KINGDOM EC2V 7RS|NONE||No|No]",,01/03/2022,28/02/2026,"CallOffFromFrameworkAgreement ",,12:00
HEREFCC-DN593452-18398967,Contract,"Herefordshire Council",Awarded,2023-06-19T15:57:53+01:00,"ITT - Energy Management Software Solution","Tender exercise completed and contract awarded to successful bidder.",,,England,"48000000 ","Karen Lloyd",karen.lloyd@herefordshire.gov.uk,"Council Offices","Plough Lane",Hereford,"HR4 0LE",England,"'+44 1432260809",https://www.herefordshire.gov.uk,,,,05/04/2022,04/04/2026,14/02/2022,NO,,No,No,No,Products,35000,35000,24/02/2022,26000,"[SystemsLink 2000 Limited|Unit 29, Progress Business Park, Orders Lane, Kirkham, Preston PR4 2TZ|NONE||No|No]",,05/04/2022,04/04/2026,"Open ",,09:00
CUM001-DN591744-76421500,Contract,"Cumbria County Council",Awarded,2023-06-14T15:27:13+01:00,"Lot 3a - 17 passenger seats and above for various areas closing 24 January 2022 (F2)","Lot 3a - 17 passenger seats and above for various areas closing 24 January 2022 (F2)",,,England,"60000000 ","John Ferguson",john.ferguson@cumbria.gov.uk,"Cumbria House","107 - 117 Botchergate",Carlisle,"CA1 1RD","United Kingdom","'+44 1228226425",http://www.cumbria.gov.uk/,,,,03/03/2022,31/08/2025,24/01/2022,NO,,Yes,No,No,Services,573991.8,,28/02/2022,573991.8,"[M & I Travel ltd|CA14 2TQ|NONE||Yes|No][Reays Coaches Ltd|CA7 9NE|NONE||Yes|No][S. H. Brownrigg|CA22 2PN|NONE||Yes|No]",,03/03/2022,31/08/2025,"Open ",,10:00
tender_285206/1076052,Contract,"Ministry of Defence",Awarded,2023-06-13T17:07:53+01:00,"701579491 - Provision of in-service support for Chemical Sense Training Equipment (CSTE) - CAN","Main Place of Performance or Delivery: UK
Short description of the contract or purchase(s): The Chemical, Biological, Radiation and Nuclear (CBRN) Delivery Team (DT) (the contracting Authority) are equipment sponsors for chemical, biological and radiological agent detection, monitoring, identification and sample collection equipment used by UK Government.
The Authority has a requirement for a supplier to provide support for its range of Chemical Warfare Agent Detection and Monitoring Training Equipment.
The equipment requiring support was designed, manufactured and supplied by Argon Electronics (UK) Ltd. under a previous contract and comprises simulant versions of Smiths Detection LCAD, LCD3.2, LCD3.3, MCAD and CAM, and Proengin AP4C/S4PE, along with all necessary ancillary items, which fully replicate the functions of the operational instruments without requiring the use of any chemical weapon simulants.
Also to be supported is PlumeSIM and ADM-300-SIM, field and table-top exercise simulation equipment, both hardware and software, which was supplied by Argon Electronics (UK) Ltd. under a previous contract. The contract requirements will include survey, report, repair and replacement of damaged or faulty equipment, disposal of equipment deemed Beyond Economic Repair (BER), the provision of spares and consumable items, training support, regular update of safety and environmental case reports, configuration and obsolescence management and planning and update of service technical publications (AESP).
The original competitive notice was issued 13/09/2021and only the incumbent (Argon Electronics (UK) Ltd submitted a Tender. Due to the failed competition the Authority is converting to Regulation 16(a)(i) (Single Source in the absence of Tenders) and this notice is being published for transparency purposes.",,,"East of England","50000000 ","Carly Williams",carly.williams713@mod.gov.uk,"MOD Abbeywood",,Bristol,"BS34 8JH",England,,,"CBRN_00287_CSTE_Annex A_SoW_v2.pdf CBRN_00287_CSTE_Annex_B_Table_of_Standards_v1.pdf CBRN_00287_CSTE_Annex_C_KPIs_v1.pdf CBRN_00287_CSTE_Annex_D1_Manday_Rates_v1_Redacted.pdf CBRN_00287_CSTE_Annex_E2_List_of_Agreed_Tasks_v1.pdf CBRN_00287_CSTE_Annex_F1_Gainshare_Framework_v1.pdf CBRN_00287_CSTE_Annex_F2_Gainshare_Change_Proposal_Form_v1.pdf CBRN_00287_CSTE_Annex_G_Payment_Plan_v1_Redacted.pdf CBRN_00287_CSTE_Annex_H_DEFFORM_129J_v1.pdf CBRN_00287_CSTE_Annex_I_Security_Aspects_Letter_v1_Redacted.pdf CBRN_00287_CSTE_Annex_J_DEFFORM_177_Design_Rights_v1.pdf CBRN_00287_CSTE_Annex_K_Change_Configuration_Control_v1.pdf CBRN_00287_CSTE_Annex_L_Appendix_1_DEFFORM_316_(GFI)_v1.pdf CBRN_00287_CSTE_Annex_L_Government_Furnished_Assets_(GFA)_v1.pdf CBRN_00287_CSTE_Annex_M_Key_Representatives_v1_Redacted.pdf CBRN_00287_CSTE_Annex_O_Amendment_Record_v1.pdf CBRN_00287_CSTE_Annex_P_DEFFORM_315_(CDR)_v2.pdf CBRN_00287_CSTE_Annex_Q_DEFFORM_701_v1_Redacted.pdf CBRN_00287_CSTE_Contract_Schedules_v3_Redacted.pdf CBRN_00287_CSTE_Contract_Terms_&_Conditions_v2_Redacted.pdf CBRN_00287_CSTE_DEFFORM_10 - Signed by both parties_Redacted.pdf ","www.contracts.mod.uk ","https://contracts.mod.uk/esop/guest/go/opportunity/detail?opportunityId=52240 award Documentation can be found within the attachment area of this link",01/04/2022,31/03/2024,21/01/2022,NO,,Yes,No,No,Services,300000,450000,28/02/2022,348670,"[Argon Electronics|TBD|NONE_OTHER||No|No]",,01/04/2022,31/03/2024,"SingleTenderActionNonOJEU ",,17:00
CF-1615300D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-06-05T13:54:48+01:00,"Membership with the Association of Employment and Learning Providers","Patron discounted membership, attendance at events, webinars etc",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",workforcecommercialteam@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"HEE AELP Contract_Final_signed both parties_Jan2022 Redacted.pdf ",,,12/11/2021,11/11/2026,31/10/2021,NO,,Yes,No,No,Services,99995,99995,28/02/2022,99995,"[Association of Employment and Learning Providers|2nd Floor, 9 Apex Court, Bradley Stoke BS32 4JT|NONE||Yes|No]",,12/11/2021,11/11/2026,"SingleTenderActionNonOJEU ",,12:00
