"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
DR425543518,Contract,"East Riding of Yorkshire Council",Awarded,2024-03-06T15:18:18Z,"Education of EHCP pupils at Spring Cottage Primary School","Education of EHCP pupils at Spring Cottage Primary School.",,"HU8 9JH",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"County Hall,Cross Street",,BEVERLEY,HU179BA,England,,,,,,01/04/2022,01/04/2027,31/03/2022,NO,,Yes,Yes,No,Services,140360,,01/04/2022,140360,"[Spring Cottage Primary School|Dressay Grove, Spring Cottage Estate, Hull, HU8 9JH|NONE_OTHER||Yes|No]",,01/04/2022,01/04/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DR425543144,Contract,"East Riding of Yorkshire Council",Awarded,2024-03-06T15:09:16Z,"Education of EHCP pupils at Sirius Academy West","Education of EHCP pupils at Sirius Academy West.",,"HU4 7JB",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"County Hall,Cross Street",,BEVERLEY,HU179BA,England,,,,,,01/04/2022,31/03/2027,31/03/2022,NO,,Yes,Yes,No,Services,55000,,01/04/2022,55000,"[Sirius Academy West|296 Anlaby Park Road South, Hull, HU4 7JB|NONE_OTHER||Yes|No]",,01/04/2022,31/03/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DR425542699,Contract,"East Riding of Yorkshire Council",Awarded,2024-03-06T15:06:15Z,"Education of EHCP pupils at Rokeby Park Primary School","Education of EHCP pupils at Rokeby Park Primary School.",,"HU4 7NJ",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"County Hall,Cross Street",,BEVERLEY,HU179BA,England,,,,,,01/04/2022,31/03/2027,31/03/2022,NO,,Yes,Yes,No,Services,55000,,01/04/2022,55000,"[Rokeby Park Primary School|Gershwin Avenue, Anlaby Park Road North, Kingston-upon-Hull, HU4 7NJ|NONE_OTHER||Yes|No]",,01/04/2022,31/03/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DR425542123,Contract,"East Riding of Yorkshire Council",Awarded,2024-03-06T14:59:40Z,"Education of EHCP pupils at Parkstone Primary School","Education of EHCP pupils at Parkstone Primary School.",,"HU6 7DE",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"County Hall,Cross Street",,BEVERLEY,HU179BA,England,,,,,,01/04/2022,31/03/2027,31/03/2022,NO,,Yes,Yes,No,Services,40000,,01/04/2022,40000,"[Parkstone Primary School|Parkstone Road, Hull, HU6 7DE|NONE_OTHER||Yes|No]",,01/04/2022,31/03/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DR425539849,Contract,"East Riding of Yorkshire Council",Awarded,2024-03-06T14:56:39Z,"Education of EHCP pupils at Oakfield School","Education of EHCP pupils at Oakfield School.",,"HU9 4HD",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"County Hall,Cross Street",,BEVERLEY,HU179BA,England,,,,,,01/04/2022,31/03/2027,31/03/2022,NO,,Yes,Yes,No,Services,1690910,,01/04/2022,1690910,"[Oakfield School|Hopewell Road, Hull, HU9 4HD|NONE_OTHER||Yes|No]",,01/04/2022,31/03/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DR425280199,Contract,"East Riding of Yorkshire Council",Awarded,2024-03-06T14:53:08Z,"Education of EHCP pupils at Lord Deramore's Primary School","Education of EHCP pupils at Lord Deramore's Primary School.",,"YO10 5EE",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"County Hall,Cross Street",,BEVERLEY,HU179BA,England,,,,,,01/04/2022,31/03/2027,31/03/2022,NO,,Yes,Yes,No,Services,30000,,01/04/2022,30000,"[Lord Deramore's Primary School|Heslington, York, North Yorkshire, YO10 5EE|NONE_OTHER||Yes|No]",,01/04/2022,31/03/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DN707916,Contract,"South Kesteven District Council",Awarded,2024-02-13T08:36:31Z,"Choice based letting software","Provision of housing needs software solution.
Provision and Support of the Locata Homelessness, Prevention and Advice (HPA) system. The HPA2 provides a single integrated solution allowing step-by-step management of homeless applicant cases with a statutory reporting functionality.",,,"East Midlands","70333000 ",,Procurement@southkesteven.gov.uk,"Council Offices,St. Peters Hill",,GRANTHAM,NG316PZ,England,,,,,,03/04/2022,03/04/2024,02/04/2022,NO,,Yes,No,No,Services,38600,,02/04/2022,38600,"[Locata Housing Services Limited|PO Box 558, Twickenham TW1 9RF|COMPANIES_HOUSE|04419315|Yes|No]",,03/04/2022,03/04/2024,"CallOffFromFrameworkAgreement ",,15:00
PS24041,Contract,"UK SHARED BUSINESS SERVICES LIMITED",Awarded,2024-01-26T12:05:48Z,"PS24041 - Legal services in relation to block grant funding","Award notice for the service of Legal services in relation to block grant funding for UKRI- EPSRC
***** THIS IS AN AWARD NOTICE, NOT A CALL FOR COMPETITION ***** This procurement is being concluded following a one quote exercise.",,"BS34 8SR",,"79100000 ",,professionalservices@uksbs.co.uk,"Polaris House,North Star Avenue",,SWINDON,SN21UH,England,,,"PO_85_4040029012_4_US_redacted.pdf ",,,04/04/2022,13/10/2023,01/04/2022,NO,,Yes,No,No,Services,12203.5,,01/04/2022,12203.5,"[DAC Beachcroft LLP|25 Walbrook, London, England, EC4N 8AF|COMPANIES_HOUSE|OC317852|Yes|No]",,04/04/2022,13/10/2023,"Other One Quote",,00:00
PROC-4853,Contract,"High Peak Borough Council & Staffordshire Moorlands District Council",Awarded,2024-01-18T15:42:19Z,"P4853 HPBC & SMDC Five Year Tourism Strategy Consultancy","High Peak Borough Council and Staffordshire Moorlands District Council are seeking to procure the services of a consultant to develop two separate tourism strategies and action plans, (one for High Peak Borough Council and one for Staffordshire Moorlands District Council). 

The strategies should engage with a wide range of public, private and third sector stakeholders in setting out a clearly articulated, refreshed vision for driving sustainable, innovative, resilient and inclusive sector recovery and growth. In addition, we require a full review of the current tourism service for Staffordshire Moorlands District Council to understand how it can help support the emerging strategy and drive forward a modern tourism offer. 

This exercise is being managed through the Council's Electronic tendering system Proactis. To Register an Interest and submit a tender for this opportunity please click on the link below:
Project reference number : DN597513

You will need to register or log in (if you have already registered). If you have any queries or need assistance please contact us procurement@staffsmoorlands.gov.uk  

Procurement Reference: P4853

Closing date for tender submissions will be by 12:00 noon on Friday 11th March 2022.",,,"East Midlands,West Midlands","73000000 ",,procurement@staffsmoorlands.gov.uk,"Town Hall",Buxton,Derbyshire,SK176EL,England,"0345 129 77 77",,,"https://supplystokeandstaffs.proactishosting.com ",,01/04/2022,31/03/2023,11/03/2022,NO,,Yes,No,No,Services,30000,,01/04/2022,32675,"[Blue Sail|46 Jersey Street
Brighton 
BN2 9NU|NONE_OTHER||No|No]",,01/04/2022,31/03/2023,"OpenNonOJEU ",,12:00
PROC-4860,Contract,"High Peak Borough Council & Staffordshire Moorlands District Council",Awarded,2024-01-18T15:33:08Z,"P4860 Access to the Private Rented Sector Project","High Peak Borough Council are inviting tenders from suitably qualified and experienced organisations for;

Access to the Private Rented Sector Project
Location: High Peak

Duration: 1st April 2022 to 31st March 2024 (with the option to extend for a possible further 12 months)

Estimated value £54,000 per annum

Closing date : by 12:00 noon on Friday 28 January 2022",,,"East Midlands","98000000 ","Elaine Hallworth",procurement@staffsmoorlands.gov.uk,"Town Hall",,Buxton,SK176EL,England,"0345 129 77 77",,,"https://supplystokeandstaffs.proactishosting.com ",,01/04/2022,31/03/2024,28/01/2022,NO,,Yes,Yes,No,Services,50000,,01/04/2022,155930,"[Adullham Homes|Walter Moore House, 34 Dudley Street, West Bromwich, West Midlands, B70 9LS|NONE_OTHER||No|No]",,01/04/2022,31/03/2024,"OpenNonOJEU ",,12:00
PROC-4861,Contract,"High Peak Borough Council & Staffordshire Moorlands District Council",Awarded,2024-01-18T15:26:32Z,"P4861 Single Persons Housing Project and Tenancy Sustainment Officer","Staffordshire Moorlands District Council are inviting tenders from suitably qualified and experienced organisations for;

Single Persons Housing Project and Tenancy Sustainment Officer
Location: Staffordshire Moorlands

Duration: 1st April 2022 to 31st March 2024 (with the option to extend for a possible further 12 months)

Estimated value £54,800

Closing date: Friday 28 January 2022 by 12:00 noon",,,"West Midlands","98000000 ",,procurement@staffsmoorlands.gov.uk,"Moorlands House","Stockwell Street",Leek,"ST13 6HQ",England,"0345 129 77 77",,,"https://supplystokeandstaffs.proactishosting.com ",,01/04/2022,31/03/2024,28/01/2022,NO,,Yes,Yes,No,Services,50000,,01/04/2022,167990,"[Adullham Homes|Walter Moore House, 34 Dudley Street, West Bromwich, West Midlands, B70 9LS|NONE_OTHER||No|No]",,01/04/2022,31/03/2024,"OpenNonOJEU ",,12:00
CF-2080200D0O000000rwimUAA,Contract,"Executive agency of DHSC",Awarded,2024-01-18T10:32:21Z,"One month Contract for provision of LFD Digital Reader","One month Contract for provision of LFD Digital Reader (March 22)",,"E14 4PU","United Kingdom","72300000 ","Commercial Operations",Procurement.operations@dhsc.gov.uk,"10 South Colonnade",,London,"E14 4PU","United Kingdom",,,"C74260 Aprill 22 LFD Reader G-Cloud-12-Call-Off-Contract - Sensyne - (002) (002) - FINAL_Redacted.pdf ",,"Redacted contract to be attached",03/04/2022,30/04/2022,01/04/2022,NO,,No,No,No,Services,113000,,01/04/2022,113000,"[SENSYNE HEALTH GROUP LIMITED|Schrödinger Building Heatley Road, Oxford Science Park, Oxford, England, OX4 4GE|NONE||Yes|No]",,03/04/2022,30/04/2022,"CallOffFromFrameworkAgreement ",,12:00
C229986,Contract,"NHS PROPERTY SERVICES LIMITED",Awarded,2023-12-06T11:46:55Z,"Hard & Soft FM Services at St Martins Hospital","Hard & Soft FM Services at St Martins Hospital",,,"South West","71540000 ","NHS PS Procurement",NHSPSContracts@property.nhs.uk,"Regent House","Heaton Lane",STOCKPORT,"SK4 1BS",England,,,,,,01/04/2023,31/03/2025,01/04/2022,NO,,Yes,No,No,Services,82344,,01/04/2022,82344,"[HCRG CARE SERVICES LTD|THE HEATH BUSINESS AND TECHNICAL PARK
RUNCORN
Cheshire
WA7 4QX
GB|COMPANIES_HOUSE|07557877|Yes|No]",,01/04/2023,31/03/2025,"SingleTenderActionNonOJEU ",,17:00
.18140002603,Contract,"West Northamptonshire Council",Awarded,2023-11-29T15:04:32Z,"Closed Contractual Life Assurance Scheme","Insurance Premium for Legacy DDC Life Assurance Scheme",,NN11ED,,"66518100 ","Gill Kennedy",gill.kennedy@westnorthants.gov.uk,"One Angel Square",,NORTHAMPTON,NN11ED,England,03001267000,,,,,01/04/2022,31/03/2026,31/03/2022,NO,,No,No,No,Services,30000,,01/04/2022,40000,"[Legal & General|One Coleman Street, London.  EC2R 5AA|NONE_OTHER||No|No]",,01/04/2022,31/03/2026,"Other n/a",,23:59
CF-2015800D0O000000rwimUAA,Contract,"Department of Health and Social Care",Awarded,2023-11-16T17:00:46Z,"DHSC: OHID: Dental Epidemiology Survey 22","Dental Epidemiology Survey carried out in schools",,"SW1H 0EU","United Kingdom","85130000 ","Michael Murphy",ccsinbox@dhsc.gov.uk,"39 Victoria Street",,London,"SW1H 0EU","United Kingdom",,,,,,01/04/2022,31/03/2023,31/03/2022,NO,,Yes,Yes,No,Services,15000,15000,01/04/2022,15000,"[COMMUNITY DENTAL SERVICES CIC|Finance Department
Colworth House
Colworth Park
Sharnbrook
MK44 1LZ MK44 1LZ|NONE||No|No]",,01/04/2022,31/03/2023,"CompetitiveQuotationNonOJEU ",,12:00
DR425278607,Contract,"East Riding of Yorkshire Council",Awarded,2023-11-16T11:23:11Z,"Education of EHCP pupils at Kelvin Hall School","Education of EHCP pupils at Kelvin Hall School.",,"HU5 4QH",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"Cross Street",,BEVERLEY,HU179BA,England,"01482 392118",,,,,01/04/2022,31/03/2027,31/03/2022,NO,,Yes,Yes,No,Services,75000,,01/04/2022,75000,"[Kelvin Hall School|Bricknell Avenue, Hull, HU5 4QH|NONE_OTHER||Yes|No]",,01/04/2022,31/03/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DR425272451,Contract,"East Riding of Yorkshire Council",Awarded,2023-11-16T11:17:42Z,"Education of EHCP pupils at Hensall Community Primary School","Education of EHCP pupils at Hensall Community Primary School.",,"DN14 0QQ",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"Cross Street",,BEVERLEY,HU179BA,England,"01482 392118",,,,,01/04/2022,31/03/2027,31/03/2022,NO,,Yes,Yes,No,Services,25000,,01/04/2022,25000,"[Hensall Community Primary School|Church Lane, Hensall, Near Goole, DN14 0QQ|NONE_OTHER||Yes|No]",,01/04/2022,31/03/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DR424959658,Contract,"East Riding of Yorkshire Council",Awarded,2023-11-16T11:13:42Z,"Education of EHCP pupils at EBOR Academy Filey","Education of EHCP pupils at EBOR Academy Filey.",,"YO14 0HG",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"Cross Street",,BEVERLEY,HU179BA,England,"01482 392118",,,,,01/04/2022,31/03/2027,31/03/2022,NO,,Yes,Yes,No,Services,25000,,01/04/2022,25000,"[EBOR Academy Filey|Muston Road, Filey, North Yorkshire, YO14 0HG|NONE_OTHER||Yes|No]",,01/04/2022,31/03/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DR424958301,Contract,"East Riding of Yorkshire Council",Awarded,2023-11-16T10:59:19Z,"Education of EHCP pupils at Euler Academy","Education of EHCP pupils at Euler Academy.",,"HU8 9HJ",,"85000000 ",,childrens.commissioning.team@eastriding.gov.uk,"Cross Street",,BEVERLEY,HU179BA,England,"01482 392118",,,,,01/04/2022,31/03/2027,31/03/2022,NO,,Yes,Yes,No,Services,1480000,,01/04/2022,1480000,"[Euler Academy|Saltshouse Road, Hull, HU8 9HJ|NONE_OTHER||Yes|No]",,01/04/2022,31/03/2027,"NegotiatedProcedureWithoutPriorPublicationOJEU ",,12:00
DH21064,Contract,"DERBY HOMES LIMITED",Awarded,2023-10-31T10:08:19Z,"DH21064 - Decorating Vouchers","Direct call-off Contract from Efficiency East Midlands (EEM) consortia for the provision of decorating vouchers.",,,"East Midlands","79900000 ",,DH-Procurement@derby.gov.uk,"839 London Road",Alvaston,Derby,"DE24 8UZ","United Kingdom","'+44 1332888777",,,,,01/04/2022,31/03/2025,11/02/2022,NO,,Yes,No,No,Services,150000,,01/04/2022,150000,"[WILKO RETAIL LIMITED|ROEBUCK WAY, MANTON WOOD
S80 3EG
GB|COMPANIES_HOUSE|00365335|No|No]",,01/04/2022,31/03/2025,"CallOffFromFrameworkAgreement ",,00:00
"18605 QTE34212200941 (RCX9029440)",Contract,"The Queen Elizabeth Hospital King's Lynn Nhs Foundation Trust",Awarded,2023-10-20T09:44:07+01:00,"Pathology Reporting System Maintenance & Support","Pathology Reporting System",,"PE30 4ET",,"50000000 ",,procurement@qehkl.nhs.uk,"QUEEN ELIZABETH HOSPITAL",,"KING'S LYNN","PE30 4ET","United Kingdom",,,,,,01/04/2022,31/03/2023,31/03/2022,NO,,No,No,No,Services,98113.06,,01/04/2022,98113.06,"[CLINISYS SOLUTIONS LIMITED|Culverdon House,Abbots Way
CHERTSEY
Surrey
KT16 9LE
GB|COMPANIES_HOUSE|03477318|No|No]",,01/04/2022,31/03/2023,"CallOffFromFrameworkAgreement ",,00:00
