"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
CF-0627700D0O000000rwimUAA,Contract,"NHS England",Awarded,2024-01-30T11:22:03Z,"Evaluation of Spending review pilots focused on advocacy","The authority required a supplier that will provide an evaluation of the regional pilots for the learning disability and autism inpatient mental health advocacy review. These pilots are currently being rolled out across 34 different sites across England on statutory and non-statutory advocacy inpatient services to see if increased advocacy or specialist advocacy makes a difference to individuals lives/quality of care. The evaluation will evaluate all the pilots together and embed/use the evidence of what works; however we recognise a comprehensive evaluation is not possible in the current timeframe therefore a clear and robust approach to supporting the pilots/embedding the learning will be sought. We would also require the supplier to undertake an analysis of the pilot's baseline data/surveys, a mid-point review during the evaluation process and the end review. The supplier would support illustrative case studies for these pilots.

Ongoing evaluation would focus on what actually happened in the pilots, any adjustments to their delivery model, feedback from families and people experiencing advocacy, and analysis of monitoring data shared (numbers and profile of who supported, in relation to what and any outcome/change as a result).

By the end we would expect the supplier to pull together all the analyses from surveys, monitoring data and change stories returned from sites, combined with key themes drawn from the illustrative case studies, in order to triangulate/synthesise and produce a focused report for NHSE.",,"LS2 7UE",England,"85100000 ","Leigh Parker",leigh.parker1@nhs.net,"Quarry Hill",,Leeds,"LS2 7UE",GB,,,"NHS_TERMS_AND_CONDITIONS_FOR_THE_PROVISION_OF_SERVICES__PO_VERSION.pdf ",,,07/02/2022,31/03/2022,26/01/2022,NO,,Yes,No,No,Services,40000,40000,04/02/2022,33050,"[NDTi|4 Queen Street
Bath BA1 1HE|NONE||Yes|No]",,07/02/2022,31/03/2022,"CompetitiveQuotationNonOJEU ",,12:00
"IT-492-1104-NRM2534M - AWARD",Contract,"Science Museum Group",Awarded,2024-01-26T11:58:26Z,"Archaeological Remains Plan for National Railway Museum - AWARD","Archaeological Remains Plan for National Railway Museum. 
      
      An archaeological evaluation of the National Railway Museum site is required to provide archaeological information to inform preparation of the final iteration of the
      NRM Reserved Matters Application (RMA) Archaeological Remains Management Plan (ARMP) for the Central Hall development and to assess the impact of the development on archaeological deposits.",,"SW7 2DD","Any region","71351914 ","Sarmad Al-Asadi",Sarmad.Al-Asadi@ScienceMuseum.ac.uk,"Exhibition Road","South Kensington",London,"SW7 2DD","United Kingdom",02079424000,https://www.sciencemuseumgroup.org.uk,,,,03/02/2022,29/09/2023,21/01/2022,NO,,Yes,No,No,Services,70000,0,03/02/2022,29512.5,"[York Archaeological Trust|York Archaeological Trust, Cuthbert Morrell House, 47 Aldwark, York, North Yorkshire, United Kingdom, YO1 7BX|NONE||No|No]",,03/02/2022,29/09/2023,"Open ",,12:00
SCC-SMS-0283,Contract,"Southampton City Council",Awarded,2024-01-03T11:59:30Z,"Hate Crime Third Party Network","This contract provides and sustains Southampton's network of 'Hate Crime' Third Party Reporting Centres (TPRC), to improve local reporting systems through the provision and maintenance of a Hate Crime Reporting App and to facilitate and host a Hate Crime network of local partner agencies. This includes developing promotional and training materials for application across the city and within its partnerships.",,"SO14 7LY","Any region","98200000 ",,tendermanagement@southampton.gov.uk,"Civic Centre, Civic Centre, Southampton",", ,",Southampton,"SO14 7LY","UNITED KINGDOM","023 8083 3000",,,"https://supplierlive.proactisp2p.com/Account/Login?cid=sout019 ",,01/04/2022,31/03/2025,07/02/2022,NO,,Yes,Yes,No,Services,40000,,03/02/2022,40000,"[SPECTRUM Centre for Independent Living CIC|9-19 Rose Road, Southampton. SO14 6TE|COMPANIES_HOUSE|02106145|Yes|No]",,01/04/2022,31/03/2025,"OpenNonOJEU ",,12:00
CF-0795600D0O000000rwimUAA,Contract,HEE,Awarded,2023-12-19T16:44:53Z,"Trainee Nurse Associate - Thomas Owen Care Ltd","Contract for the education and training of the health and social care workforce",,,"United Kingdom","80000000 ","Commercial Team",commercial.team@hee.nhs.uk,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"NEW - NHS EDUCATION CONTRACT - Thomas Owen Care Ltd - redacted.pdf ",,,01/02/2022,31/03/2024,31/01/2022,NO,,No,No,No,NotApplicable,23999,24001,01/02/2022,24000,"[Thomas Owen Care Ltd|Thomas Owen House
Lees House Road
Dewsbury WF12 9BP|NONE||No|No]",,01/02/2022,31/03/2024,"Other ",,12:00
CF-0660900D0O000000rwimUAA,Contract,"NHS England",Awarded,2023-12-18T15:53:53Z,"Winter Elective Recovery Support SE region","Provide expert support to Providers on ringfencing green sites to protect them from Winter UEC demand",,"LS2 7UE",England,"72000000 ","Natalie Hailwood",natalie.hailwood@nhs.net,"Quarry Hill",,Leeds,"LS2 7UE",GB,,,"NHS TERMS AND CONDITIONS FOR THE PROVISION OF SERVICES.pdf ",,,01/01/2022,11/03/2022,17/12/2021,NO,,Yes,Yes,No,Services,175000,175000,04/02/2022,175000,"[Four Eyes Insight Ltd|5 Deansway WR1 2JG|NONE||No|No]",,01/01/2022,11/03/2022,"CallOffFromFrameworkAgreement ",,12:00
CF-2023100D0O000000rwimUAA,Contract,"Department of Health and Social Care",Awarded,2023-11-21T11:12:55Z,"DHSC: OHID - Support for Developing and Improving NCD Surveillance Outputs","To advise and support the methodology being developed and adopted to measure epidemiology and surveillance monitoring",,"SW1H 0EU","United Kingdom","79410000 ","Joe Smith",Joe.Smith1@dhsc.gov.uk,"39 Victoria Street",,London,"SW1H 0EU","United Kingdom",,,"Subcontract to grant agreement MHPP2 - Activating NHS Systems_Horizons FINAL 02.02.2022_Redacted.pdf ",,,18/06/2021,31/03/2023,17/06/2021,NO,,Yes,No,No,NotApplicable,29750,29750,02/02/2022,29750,"[UCL CONSULTANTS LIMITED|1st Floor 
The Network Building
97 Tottenham Court Road W1T 4TP|NONE||Yes|No]",,18/06/2021,31/03/2023,"OpenNonOJEU ",,12:00
WLINDC001-DN594363-01430074,Contract,"West Lindsey District Council",Awarded,2023-11-15T19:03:44Z,"Provision of digital platform for e-forms","Provision of digital platform for e-forms",,,England,"48600000 ","Anna Grieve",anna.grieve@west-lindsey.gov.uk,Guildhall,"Marshall's Yard",Gainsborough,"DN21 2NA","United Kingdom","'+44 1427676676",https://www.west-lindsey.gov.uk/,,,,14/02/2022,13/02/2024,05/02/2022,NO,,No,No,No,Services,160000,160000,05/02/2022,160000,"[GRANICUS-FIRMSTEP Ltd|EC2A 2DT|NONE||No|No]",,14/02/2022,13/02/2024,"DirectAward ",,12:00
WLINDC001-DN594363-43816474,Contract,"West Lindsey District Council",Awarded,2023-11-15T19:01:33Z,"Provision of digital platform for e-forms","Provision of digital platform for e-forms",,,England,"48600000 ","Anna Grieve",anna.grieve@west-lindsey.gov.uk,Guildhall,"Marshall's Yard",Gainsborough,"DN21 2NA",England,"'+44 1427676676",https://www.west-lindsey.gov.uk/,,,,14/02/2022,13/02/2024,05/02/2022,NO,,No,No,No,Services,80000,80000,05/02/2022,160000,"[GRANICUS-FIRMSTEP Ltd|EC2A 2DT|NONE||No|No]",,14/02/2022,13/02/2024,"DirectAward ",,12:00
LEICSCITY02-DN595855-03839528,Contract,"Leicester City Council",Awarded,2023-11-07T13:55:46Z,"FEW1105 - Mental Health Mentorship for victims of domestic abuse","Leicester City Council direct awarded the contract to Living Without Abuse.

The service provider will provide mentorship support and mental wellbeing advice to women and children who have experienced domestic abuse. This support could take place in community venues, on-line and in safe accommodation services in Leicester where there is high prevalence of five or more repeat incidents of domestic abuse .  

The mentorship will focus on helping women and children to feel they are being listened to and heard, tackling isolation of women and children experiencing domestic abuse. It will also focus on reducing the impact of mental health problems linked for people facing domestic abuse, helping women and children to feel self-confident and drawing on mentors' experience to feel hope for the future. Additionally, the service provider will assess each individual drawing on support, develop a plan and act based on the assessment which will include whole family consideration of mental wellbeing, risk of homicide and serious injury and safety planning and more.

The initial contract term for this service commenced on 1st March 2022 for a period of 12 months with no extensions applicable.",,,"East Midlands","98000000 ","Ashok Chotalia",procurement-asc@leicester.gov.uk,"City Hall (4th Floor)","115 Charles Street",Leicester,"LE1 1FZ",England,,http://www.leicester.gov.uk,,,,01/03/2022,28/02/2023,03/02/2022,NO,,Yes,Yes,No,Services,41000,41000,03/02/2022,41000,"[Living Without Abuse|42 Glebe Street, Loughborough, Leicestershire, England, LE11 1JR|NONE||Yes|Yes]",,01/03/2022,28/02/2023,"DirectAward ",,23:59
LEICSCITY02-DN594982-36455531,Contract,"Leicester City Council",Awarded,2023-11-03T15:22:34Z,"FEW1102 - Foodbank Plus","Leicester City Council is direct awarding this contract to Leicestershire Voluntary Sector Resource Agency (trading as Reaching People).

The project will involve the Authority working with the supplier to support the mental wellbeing of people dealing with food poverty.  The project will ensure people accessing emergency food services have on-site access to quality information, advice, signposting and case advocacy. 

The project is being delivered at present and has achieved measurable results. The existing organisation have built up links with the foodbanks which has led to increasingly positive results. Reaching People will be able to engage with the appropriate food project in areas of need to ensure best take up of this provision. 

The initial term of the contract is from 25/02/22 for 5 months, with the option to extend for a period or periods of up to 10 months.",,,"East Midlands","98000000 ","Ashok Chotalia",procurement-asc@leicester.gov.uk,"City Hall (4th Floor)","115 Charles Street",Leicester,"LE1 1FZ",England,,http://www.leicester.gov.uk,,,,25/02/2022,24/05/2023,01/02/2022,NO,,Yes,Yes,No,Services,47500,,01/02/2022,47500,"[Leicestershire Voluntary Sector Resource Agency (trading as Reac|3rd Floor, 15 Wellington St, Leicester LE1 6HH|NONE||Yes|Yes]",,25/02/2022,24/05/2023,"DirectAward ",,23:59
CF-1295600D0O000000rwimUAA,Contract,"NHS England",Awarded,2023-10-11T15:36:02+01:00,"NHS 111: NHS Managed Services Telephony Infrastructure","NHS 111 Telephony Services",,"LS2 7UE",England,"50332000 32412100 ","Nick Knight",nicholas.knight@nhs.net,"Quarry House, Quarry Hill",,Leeds,"LS2 7UE",GB,,,"SIGNED NHS 111 Vodafone contract (working redaction version) (v5 08 12 22).pdf ",,,31/01/2022,31/03/2025,24/02/2021,NO,,No,No,No,Services,48351460,48351460,04/02/2022,45000000,"[VODAFONE LIMITED|Vodafone House, The Connection RG14 2FN|NONE||No|No]",,31/01/2022,31/03/2025,"CallOffFromFrameworkAgreement ",,12:00
CF-1928600D0O000000rwimUAA,Contract,"Health Education England - LEGACY MERGED.",Awarded,2023-10-10T15:39:35+01:00,"Provision of Healthcare Placements","Funding for the education and training of the health and social care workforce",,"LS1 4PL","United Kingdom","80000000 ","Workforce Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL",UK,,,"NHS Education Contract - Apr 21-Mar 24 - Streetwise Young People's Project - Redacted.pdf ",,,01/02/2022,31/03/2024,31/01/2022,NO,,No,No,No,Services,107753.13,107753.13,01/02/2022,107753.13,"[Streetwise|Unit 3 Blackfriars Court, Dispensary Lane, NE1 4XB|NONE||No|No]",,01/02/2022,31/03/2024,"Other ",,12:00
tender_287616/1040648,Contract,"Ministry of Justice",Awarded,2022-02-07T16:33:34Z,"Digital MacBook Break Fix Service","Digital MacBook Break Fix Service",,,London,"48810000 ",,TaJ.Lawal@justice.gov.uk,"10 South Colonnade, Canary Wharf",,London,"E14 4PU",England,,,"REDACTED_con_19994_Break Fix TL.pdf ",,,04/02/2022,03/02/2023,01/02/2022,NO,,Yes,No,No,Services,331273.76,,01/02/2022,125999,"[Daisy Corporate Services Trading Limited|Lindred House, 20 Lindred Rd, Nelson, BB9 5SR|NONE_OTHER||Yes|No]",,04/02/2022,03/02/2023,"CallOffFromFrameworkAgreement ",,12:00
"CON 2276",Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2023-01-10T16:23:17Z,"SUPPLIER RISK ANALYTICS TOOL","Supplier risk analysis tool.",,"LS1 4DW",,"90711100 ","UKIB Procurement Team",procurement@ukib.org.uk,"UK Infrastructure Bank","4th Floor, One Embankment, Neville Street",Leeds,"LS1 4DW",England,,,,,,07/02/2022,06/02/2024,06/02/2022,NO,,Yes,No,No,Services,33517,,01/02/2022,33517,"[DUN & BRADSTREET LIMITED|The Point
37 North Wharf Road
London
W2 1AF|COMPANIES_HOUSE|00160043|Yes|No]",,07/02/2022,06/02/2024,"CallOffFromFrameworkAgreement ",,00:00
CF-1885300D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-25T11:23:27+01:00,"HESA Student Record and Graduate Outcomes Data","HESA Student Record and Graduate Outcomes Data",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialcontracts@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"Supply agreement_Redacted.pdf ",,,01/01/2022,01/01/2023,31/12/2021,NO,,No,No,No,Services,44760,44760,03/02/2022,44760,"[HIGHER EDUCATION STATISTICS AGENCY LIMITED|95 Promenade, Cheltenham, Gloucestershire, GL50 1HZ GL50 1HZ|NONE||Yes|No]",,01/01/2022,01/01/2023,"Other ",,12:00
CF-1852500D0O000000rwimUAA,Contract,"Health Education England",Awarded,2023-09-11T16:19:04+01:00,"For Housing","Funding for the education and training of the health and social care workforce.",,"LS1 4PL","United Kingdom","80000000 ","Commercial Team",england.workforcecommercialteam@nhs.net,"Duncombe Street",,Leeds,"LS1 4PL","United Kingdom",,,"For Housing Completed Contract Redacted.pdf ",,,01/04/2021,31/03/2024,31/03/2021,NO,,No,No,No,Services,10000,10000,03/02/2022,10000,"[For Housing|52 Regent St, Eccles, Salford M30 0BP|NONE||No|No]",,01/04/2021,31/03/2024,"Other ",,12:00
