"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
TD1789,Contract,"DERBY CITY COUNCIL",Awarded,2022-01-04T09:30:34Z,"TD1789 - Asbestos Consultant","Derby City Council (the Council) is undertaking this procurement to establish a contract for asbestos consultant services including surveying, air testing, sampling, training and secondment.
The initial contract period will be 24 months, estimated to commence 13/02/2022 and expire 13/02/2024. There will be options to extend the contract for up to 36 months in annual increments, subject to satisfactory performance and business needs. The maximum contract period is 60 months. The replacement contract opportunity is therefore estimated to follow 18 to 60 months from publication of this notice. Price is not the only award criterion and all criteria are stated only in the procurement documents. Please note, suppliers wishing to express interest and obtain the documentation, must do so by 00:00 on 30/11/2021. It is recommended you express an interest and obtain the documentation well before this time to allow sufficient time to prepare and submit a comprehensive response. The deadline for returns is 12:00 on 01/12/2021. Please visit the Council's e-tendering system (https://www.eastmidstenders.org) where you can express interest and obtain the documents. Please note we will only accept expressions of interest through the e-tendering system. Please search for TD1789.",,"DE1 2FS",,"71530000 ","Sam Black",procurement@derby.gov.uk,"The Council House","Corporation Street",Derby,DE12FS,England,"01332 640768",https://www.derby.gov.uk/,,"https://www.eastmidstenders.org/ ","Please note, suppliers wishing to express interest and obtain the documentation, must do so by 00:00 on 30/11/2021. It is recommended you express an interest and obtain the documentation well before this time to allow sufficient time to prepare and submit a comprehensive response. The deadline for returns is 12:00 on 01/12/2021. Please visit the Council's e-tendering system (https://www.eastmidstenders.org) where you can express interest and obtain the documents. Please note we will only accept expressions of interest through the e-tendering system. Please search for TD1789.",13/02/2022,12/02/2025,01/12/2021,NO,,Yes,No,No,Services,600000,,30/12/2021,600000,"[Kordus Consulting Limited|Unit 29 Ransom Hall
Ransom Wood Business Park
Mansfield
Nottinghamshire
NG210HJ|COMPANIES_HOUSE|10890170|Yes|No]",,13/02/2022,12/02/2025,"OpenOJEU ",,12:00
RM6263,Contract,"Crown Commercial Service",Awarded,2022-04-06T17:14:05+01:00,"RM6263 Digital Specialist and Programmes","Crown Commercial Service (CCS) as the Authority has put in place a Pan Government Collaborative Agreement for the provision of Digital, Data and Technology (DDaT) specialists and facilitate large-scale digital transformation programmes to be utilised by Central Government Departments and all other UK Public Sector Bodies, including Local Authorities, Health, Police, Fire and Rescue, Education and Devolved Administrations.

The lotting structure of this framework is as follows:
Lot 1 - Digital Programmes
Lot 2 - Digital Specialists",,,"United Kingdom","72000000 ","The Minister for the Cabinet Office acting through Crown Commercial Service",supplier@crowncommercial.gov.uk,"9th Floor, The Capital, Old Hall Street",,Liverpool,"L3 9PP","United Kingdom","'+44 3150103503",https://www.gov.uk/ccs,"RM6263 Successful Suppliers.xlsx RM6263 Redacted FWA-20220401T102118Z-001.zip Contract Notice Transparency Information for Crown Commercial Service Framework Contract (1).docx RM6263 Customer List.docx ","https://www.find-tender.service.gov.uk/Notice/009301-2022 ","The start date of this Framework Agreement is 21/03/2022. The expiry date of the Framework Agreement is 20/03/2024. The initial duration of the Framework is 2 years, with an option to extend for 12 months plus additional 12 months.
The optional extension has been utilised and the end date of this framework is now 07/03/2025.",21/03/2022,07/03/2025,16/11/2021,NO,,Yes,No,No,Services,4000000000,,21/03/2022,4000000000,"[A list of successful suppliers can be found in the attachments a|A list of successful suppliers can be found in the attachments area|NONE_OTHER||No|No]",,21/03/2022,07/03/2025,"OpenOJEU ",,12:00
PROC-217-2021,Contract,"COMPETITION AND MARKETS AUTHORITY",Awarded,2022-06-16T11:46:42+01:00,"Stationery Contract","Contract for supply of stationery services to CMA office location(s).",,,"United Kingdom","30192700 ","Shuhana Begum",shuhana.begum@cma.gov.uk,"The Cabot","25 Cabot Square",LONDON,"E14 4QZ",England,02037386697,,"Banner - RM6059-Framework-Schedule-6-Order-Form-and-Call-Off-Schedules CMA (003)_Redacted.pdf ",,,09/02/2021,28/02/2025,01/02/2021,NO,,Yes,No,No,Products,28000,,07/02/2021,28000,"[BANNER GROUP LIMITED|Newland House,Unit 2 Tuscany Park, Wakefield Europort
NORMANTON
West Yorkshire
WF6 2TZ
GB|COMPANIES_HOUSE|05510758|No|No]",,09/02/2021,28/02/2025,"CallOffFromFrameworkAgreement ",,17:00
"CON 2128",Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2022-02-21T16:17:41Z,"END USER TRANSITION AND INTERIM SUPPORT SERVICES","To design and implement a new UKIB Desktop to transition away from HMT (HM Treasury) establish UKIB End User Support services and then transition these services to a new end stage Managed Service Provider.",,"LS1 4DW",,"72250000 ","UKIB Procurement Team",procurement@ukib.org.uk,"UK Infrastructure Bank","4th Floor, One Embankment, Neville Street",Leeds,LS14DW,England,,,,,,02/02/2022,31/03/2023,01/02/2022,NO,,Yes,No,No,Services,206200,277858,17/12/2021,277858,"[Mtech IT (Leeds)|20-22, St. Michaels Mews
St. Michaels Road
Headingley
Leeds
LS6 3AW|COMPANIES_HOUSE|08000428|Yes|No]",,02/02/2022,31/03/2023,"CallOffFromFrameworkAgreement ",,15:00
CPS1-1872-2022,Contract,"London Borough of Ealing",Awarded,2022-10-06T10:13:41+01:00,"OPE Northolt Gateway Site - Engineering and transport consultancy","Appointment of engineering and transport services to prepare a detailed feasibility study for a site in Northolt, west Ealing, on behalf of Ealing Council and TfL.

Extension to contract awarded for further survey work at a total of £16,628.",,"W5 2HL",,"71000000 ","Sophie Beagles",beagless@ealing.gov.uk,"Uxbridge Road",,LONDON,W52HL,England,"020 8825 5588",,,,,07/09/2022,31/03/2023,28/06/2022,NO,,Yes,No,No,Services,82730,,12/07/2022,99358,"[AECOM LIMITED|Aldgate Tower, 2 Leman Street, London, United Kingdom, E1 8FA|COMPANIES_HOUSE|1846493|No|No]",,07/09/2022,31/03/2023,"CallOffFromFrameworkAgreement ",,17:00
tender_261161/1033850,Contract,"Ministry of Justice",Awarded,2022-01-18T12:01:56Z,"Lone Worker Devices HMCTS & NPS (2021)","Supply of lone worker devices with roaming sims and 24/7/365 monitoring. The service includes full support of the Customer Success team to support and advise during the roll out and implementation, as well as during the life of the contract. Peoplesafe are the authorities chosen provider, following an evaluation process.",,,"Any region","35125000 ","Commercial and Contract Directorate",nigel.tanner@justice.gov.uk,"10 South Colonnade, Canary Wharf",,London,"E14 4PU",England,,,"REDACTED_CON_19778Peoplesafe MoJ Lone Workers Device G-Cloud-12-Call-Off-Contract (2021).pdf ",,,01/06/2021,31/05/2025,14/05/2021,NO,,Yes,No,No,Services,409440,,14/05/2021,1645740,"[Skyguard Limited T/A Peoplesafe|Emerald House, East Street, Epsom, Surrey, KT17 1HS|COMPANIES_HOUSE|4107459|Yes|No]",,01/06/2021,31/05/2025,"CallOffFromFrameworkAgreement ",,12:00
"CON 2278",Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2022-09-09T17:03:24+01:00,"Payroll Services","Supply, Implementation and support of a Hosted HR and Payroll Software Solution.",,,"United Kingdom","79211110 ","Procurement Team",procurement@ukib.org.uk,"4th Floor, One Embankment, Neville Street",,Leeds,LS14DW,England,,,,,,07/09/2022,24/09/2023,06/09/2022,NO,,Yes,No,No,Services,32099.5,,06/09/2022,32099.5,"[PHASE 3 CONSULTING LIMITED|54 Oak Street
MANCHESTER
M4 5JA
GB|COMPANIES_HOUSE|05034692|Yes|No]",,07/09/2022,24/09/2023,"CallOffFromFrameworkAgreement ",,00:00
"CON 2267",Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2022-12-05T14:15:49Z,"PROCUREMENT SOLUTIONS TOOL","'- Atamis Pipeline Management (PM)
- Atamis Tender Management (TM)
- Atamis Contract Management (CM)
- Atamis Supplier Relationship Management (SRM)
- Training and configuration",,,"United Kingdom","72212490 ","UKIB Procurement Team",procurement@ukib.org.uk,"4th Floor, One Embankment, Neville Street",,Leeds,LS14DW,England,,,,,,28/11/2022,27/11/2026,20/11/2022,NO,,Yes,No,No,Services,128536,,25/11/2022,128536,"[ATAMIS LTD|Southgate House,Wood Street
CARDIFF
South Glamorgan
CF10 1EW
GB|COMPANIES_HOUSE|06998952|Yes|No]",,28/11/2022,27/11/2026,"CallOffFromFrameworkAgreement ",,00:00
"CON 2251",Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2022-12-07T11:47:58Z,"WORKDAY  INITIAL DEPLOYMENT","The provision of the services set out in Schedule 1, for the deployment 
of Enterprise Resource Planning software and associated professional services under CON2279.",,"LS1 4DW",,"72224100 ","UKIB Procurement Team",procurement@ukib.org.uk,"4th Floor, One Embankment, Neville Street",,Leeds,LS14DW,England,07743194108,,,,,25/11/2022,24/11/2024,24/11/2022,NO,,Yes,No,No,Services,933997.64,,24/11/2022,933997.64,"[WORKDAY LIMITED|THE KING'S BUILDING,MAY LANE
DUBLIN 7
IE|COMPANIES_HOUSE|521013|Yes|No]",,25/11/2022,24/11/2024,"CallOffFromFrameworkAgreement ",,00:00
CON2156,Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2022-01-24T09:04:11Z,"Centerprise 5G for London Office","5G requirement for London Office",,"LS1 4DW",,"32424000 32430000 ","UKIB Procurement Team",procurement@ukib.org.uk,"UK Infrastructure Bank","4th Floor, One Embankment, Neville Street",Leeds,LS14DW,England,07743194108,www.ukib.org.uk,,,,01/12/2021,30/11/2023,30/11/2021,NO,,Yes,No,No,Services,40075.86,,30/11/2021,40075.86,"[CENTERPRISE INTL HOLDINGS LIMITED|Lime Tree Way
RG24 8GQ
GB|COMPANIES_HOUSE|07333982|No|No]",,01/12/2021,30/11/2023,"SingleTenderActionNonOJEU ",,15:00
"CON 2111",Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2022-10-06T10:46:22+01:00,"Enhanced Due Diligence","Provision of an enhanced due diligence tool, plus 12 months extension.",,,"United Kingdom","79212000 ","UKIB Procurement Team",procurement@ukib.org.uk,"UK Infrastructure Bank","4th Floor, One Embankment, Neville Street",Leeds,LS14DW,England,,,,,,24/09/2021,23/09/2024,23/09/2021,NO,,Yes,No,No,Services,76800,,23/09/2021,76800,"[LEXISNEXIS IA (UK) LTD|1-3 STRAND
LONDON
WC2N 5JR
GB|COMPANIES_HOUSE|00077536|Yes|No]",,24/09/2021,23/09/2024,"CallOffFromFrameworkAgreement ",,00:00
CDIO-104,Contract,"Cabinet Office",Awarded,2022-03-08T11:35:37Z,"Objective ECM & Workflow System","Enterprise License includes Foundation, Records Management, Enterprise Document Management, Workflow and Approvals, Objective E-Learning CBT Training Module, Software support and Objective ECM Technial admin service.",,"SW1A 2BQ",,"48200000 48300000 48600000 48700000 48800000 48900000 ","CDIO Procurement",cdioprocurement@cabinetoffice.gov.uk,"100 Parliament Street",Westminster,LONDON,"SW1A 2BQ",England,07564849573,,"2022-02-15 CDIO 104 Objective ECM  Workflow system -Cloud-12-Call-Off-Contract _Redacted_v2_Final.pdf 2024-01-18  Signed -Final -Contract Variation # 2 - Objective Corporation  - CDIO-104_Redacted.pdf 15-03-23 - Variation 01 to CDIO-104 - Objective Corporation_Redacted.pdf ","https://drive.google.com/file/d/1JmSka3Yk4stBE0bcJQqdTO04vahwod70/view?usp=sharing https://drive.google.com/file/d/10hV1LZvu1pZrP5ANe4o8DTtj8loEJXk2/view?usp=drive_link https://drive.google.com/file/d/14TxpoKtRemOax7edkxeTDXJ_kZvgRmwK/view?usp=drive_link ",,17/01/2022,16/01/2025,16/01/2022,NO,,No,No,No,Services,322750,,14/02/2022,322750,"[Objective Corporation|Level 10, Thames Tower, Station Road, Reading, Berkshire, RG1 1LX|NONE_OTHER||No|No]",,17/01/2022,16/01/2025,"CallOffFromFrameworkAgreement ",,17:00
"CON 2245",Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2022-09-02T13:10:41+01:00,"BANKING SYSTEMS PROCUREMENT AND BUSINESS CASE ASSURANCE","UKIB is now initiating the next stage of the strategic banking solutions initiative, which is to undertake the required procurement activities to acquire software and services in respect of banking solutions. In parallel and to support the procurement activities, UKIB will be required to develop a business case for the associated investment needed.",,"LS1 4DW",,"72220000 ","UKIB Procurement Team",Procurement@ukib.org.uk,"UK Infrastructure Bank","4th Floor, One Embankment, Neville Street",Leeds,LS14DW,England,07743194108,,,,,18/07/2022,27/10/2023,15/07/2022,NO,,Yes,No,No,Services,214000,,15/07/2022,184000,"[InteDelta Limited|65 Saint Paul's Churchyard,
London, England, EC4M 8AB|COMPANIES_HOUSE|05131189|Yes|No]",,18/07/2022,23/06/2023,"Other Direct Award - Framework",,17:00
"CON 2242",Contract,"UK INFRASTRUCTURE BANK LIMITED",Awarded,2022-12-02T16:23:35Z,"ENTERPRISE ARCHITECTURE SOFTWARE","Provision of Bizz design Horizon Platform for Licences and the Provision of Editfit Governance and Document Coach Add Ins, Training & specialist support",,,"United Kingdom","48000000 ","Procurement Team",Procurement@ukib.org.uk,"4th Floor, One Embankment, Neville Street",,Leeds,LS14DW,England,,,,,,24/11/2022,23/11/2026,23/11/2022,NO,,Yes,No,No,Services,255957,,23/11/2022,255957,"[EDIFIT LIMITED|111 New Union Street
COVENTRY
West Midlands
CV1 2NT
GB|COMPANIES_HOUSE|08173338|Yes|No]",,24/11/2022,23/11/2024,"CallOffFromFrameworkAgreement ",,00:00
tender_304431/1098079,Contract,"DfTc - Department for Transport",Awarded,2022-08-16T09:52:38+01:00,"Rail Tracker","Contract Extension to take up option within the contract.

The requirement is for the provision of a flexible online survey to collect regular data from a representative sample of the general adult population in GB (to include England, Scotland and Wales) on people's knowledge and attitudes and opinions towards the railways in GB. The purpose of the survey is to collect data at regular intervals to inform rail transformation plans and campaigns.  The expectation is to collect data at a minimum of six (6) evenly spaced intervals over the initial 19-month contract period.",,,"Any region","73000000 ",,DfTProcurement@dft.gov.uk,"33 Horseferry Road, Westminster",,London,"SW1P 4DR",England,0,,"TROO0293 Rail Tracker Survey (2022) Award Letter_Redacted.pdf TROO0293 Extension letter - SIGNED_Redacted.pdf ",,,01/08/2022,29/02/2024,25/04/2022,NO,,Yes,No,No,Services,232500,465000,26/03/2024,465000,"[Savanta Group Limited|3 Melville Street, Edinburgh, Scotland, EH3 7PE|NONE_OTHER||No|No]",,01/08/2022,28/08/2025,"CallOffFromFrameworkAgreement ",,17:00
"IT-35-363-LBT151121 - AWARD",Contract,"Cornwall College e-Tendering",Awarded,2022-02-18T11:02:22Z,"Leasing of Land Based Tractors for Academic Use - 3 LOTS - AWARD","Due to the current lease agreement(s) coming to an end, the college is looking to secure a total of 7 Tractors via lease agreement(s) ranging in specification and size. These machines will support the delivery of our land-based qualifications, they will also be used to support the running and operation of our college farms. 
      
      The tractors will be used to teach the basics in tractor operations during instructed practical sessions, however they will also be used to carry out field and yard work with the typical range of agricultural implementations.
      
      The machines will also be needed to support our engineering provisions, this will mainly be for component identification and daily maintenance, however there is a requirement that the tractors be used for non-invasive engineering tasks, such a dynamometer & hydraulic pressure and flow testing.
      
      Due to the nature of the requirement this ITT is divided into 3 LOTs, parties are welcome to tender for any or all LOTs. Please be aware that LOTs will be treated and contracts awarded on an individual LOT basis.",,"PL25 4DJ","South West","34100000 ","Chris Davey",chris.davey@corwall.ac.uk,"Tregonissey Road","St Austell",Cornwall,"PL25 4DJ",UK,07765546636,,,,,01/09/2022,31/08/2027,13/12/2021,NO,,Yes,No,No,Products,25000,170000,18/02/2022,34339.22,"[James Pryce Tractors Ltd|Heathcoat Garage, Westexe North, Tiverton, Choose County, United Kingdom, EX16 5LX|NONE||No|No][SMALLRIDGE BROS LTD|REDMOOR ROAD, KELLY BRAY, CALLINGTON, CORNWALL, United Kingdom, PL17 8EJ|NONE||No|No]",,01/09/2022,31/08/2027,"Open ",,12:01
